institution,slug,country,continent,repository_code,archive_type,filmoteca_espanola_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/suburbios,Suburbios,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Enfermedades; Adicciones,"Un hombre se emborracha con el dinero que tiene destinado a la compra de un medicamento para su mujer enferma. | En vez de ir a comprar la medicina que su mujer necesita, un hombre, tras cruzarse con unos amigos, se va de copas. La fiesta se alarga, por lo que llega a su casa al día siguiente todavía ebrio y sin el medicamento que le hacía falta a su esposa. | código PLATFO: INV0001800 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 730 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1950
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/aspero-camino,Áspero camino,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Robos y atracos; Bandas juveniles,"Práctica sobre una pandilla de barrio en los años 50, rodada con actores no profesionales de la Ciudad de los Muchachos, en la periferia de Madrid. | Una pandilla de barrio en los años 50 se dedica a cometer pequeños robos. En una de esas ocasiones, tras ser atrapados, la autoridad del líder se ve cuestionada. | código PLATFO: INV0000260 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 1039 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1950
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/agente-de-publicidad,Agente de publicidad,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Salud mental; Entorno laboral,"Un comercial de publicidad se enfrenta a la angustia de perder su empleo. | En la agencia de publicidad Gisiert de Madrid, tras sufrir una reprimenda por parte de su jefe, un agente de ventas se enfrenta a la angustia de perder su empleo si no logra obtener anuncios publicitarios de los comerciantes locales. El desempleo y las presiones sociales le ponen al borde del suicidio. | código PLATFO: INV0000731 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 521 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/cita-a-las-once,Cita a las once,Escuela de cine; Ficción; Práctica académica; Comedia romántica; país: España; colección: Colección IIEC/EOC; etiquetas: Enredos amorosos; Primavera,"Práctica experimental de segundo curso para el IIEC/EOC de Joaquín Granados y Rogelio Cobos. Enredos amorosos en un jardín botánico. | Dos parejas se citan en el parque, pero un miembro de cada una no consigue llegar a tiempo. El hombre y la mujer que han sufrido el plantón intiman entre ellos. | código PLATFO: INV0000711 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Color | idioma original: Español | duración declarada: 504 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/el-suicidio-de-don-juanito,El suicidio de don Juanito,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Salud mental,"Antes de suicidarse, un hombre contempla las fotos de las mujeres a las que ha querido. | Al borde del suicidio, don Juanito rememora las mujeres que ha amado y que le han empujado a tomar la decisión de acabar con su vida. | código PLATFO: INV0000753 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro y color | duración declarada: 962 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/ironias-de-amor,Ironías de amor,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Enredos amorosos,"En una sesión de equitación se producen una serie de enredos amorosos entre varios de los jinetes. | Dos amazonas urden un plan para ver cuál de ellas es la elegida por un galanteador indeciso. | código PLATFO: INV0000716 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Color | idioma original: Español | duración declarada: 508 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-novela-radiada,La novela radiada,Escuela de cine; Ficción; Comedia; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Flores en la sombra; Relaciones de pareja; Radio,"Un hombre decide tomar medidas ante la absorbente obsesión de su mujer por las historias de la radio. | Un marido, harto de que su mujer dedique toda su atención al serial radiofónico, se cuela en la ficción radiada para poner fin a la situación. | código PLATFO: INV0000721 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro y color | duración declarada: 681 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/matematicas-en-primavera,Matemáticas en primavera,Escuela de cine; Ficción; Práctica académica; Drama romántico; país: España; colección: Colección IIEC/EOC; etiquetas: Colegios / Universidad; Primavera,"Práctica en la EOC de Florentino Soria sobre un profesor de universidad. | Un profesor universitario intenta declararse a una de sus alumnas cuando la ve en el parque, pero su timidez se lo impide. | código PLATFO: INV0000741 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | idioma original: Español | duración declarada: 687 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/mateo-falcone,Mateo Falcone,"Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Adaptaciones cinematográficas; Relaciones familiares; Mérimée, Prosper","Práctica de José G. Maesso y Enrique López Eguiluz para la EOC. Basada en el relato homónimo de Prosper Mérimée. | Un niño denuncia a un fugitivo a los soldados que le persiguen. | código PLATFO: INV0000736 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 627 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/pruebas-de-fotogenia-y-pruebas-de-luz,Pruebas de fotogenia y pruebas de luz,Escuela de cine; No ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Cinematografía-Iluminación; Cinematografía-Estudio y enseñanza,"Pruebas en color y blanco/negro, en el Instituto de Investigaciones y Experiencias Cinematográficas; de actores y actrices y pruebas de iluminación. | Diferentes pruebas del IIEC: en primer lugar, pruebas de actrices y de iluminación, en color; en segundo lugar, desfiles de campamentos de la Organización Juvenil Española (OJE) en Burgos; y finalmente, una misa en honor a los Caídos en Madrid, estas dos últimas en blanco y negro. | Rollo 1: ""Pruebas de actrices y foco"": Srta. Mañá, Srta. Fernández, Srta. de la Torre. ""Pruebas de foco (pruebas de luz)"". ""Alumnos fotografiados (pruebas de luz)"". Rollo 2: ""Campamentos OJE en Burgos (Organización Juvenil Española)"". Rollo 3: ""Misa por los Caídos en Madrid"". | código PLATFO: INV0000915 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro y color | duración declarada: 399 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/pruebas-de-ingreso-actores-194849,Pruebas de ingreso (Actores): 1948/49,Escuela de cine; No ficción; Práctica académica; país: España; colección: Colección IIEC/EOC,"Pruebas de actores y actrices en el Instituto de Investigaciones y Experiencias Cinematográficas. | Varios planos de actores y actrices de perfil y de frente, interpretando ante la cámara. | código PLATFO: INV0000943 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | duración declarada: 1435 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/practica-segundo-curso-campo,Práctica Segundo Curso: Campo,Escuela de cine; Ficción; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Surrealismo,"Una serie de encuentros con distintos personajes ponen a prueba la percepción de la realidad de un joven. | Cortometraje experimental con tintes surrealistas en el que un joven tiene una serie de extraños encuentros por el campo. | código PLATFO: INV0000726 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Color | duración declarada: 623 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/si,Si...,Escuela de cine; Ficción; Drama; Práctica académica; país: España; colección: Colección IIEC/EOC; etiquetas: Arte,"Un escultor se frustra al no lograr realizar a la primera la obra que tiene en mente. | Tras dar un paseo e inspirarse con la imagen de una mujer que ve en un escaparate, un artista regresa a su estudio dispuesto a realizar una escultura basada en ella. | código PLATFO: INV0000746 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro y color | duración declarada: 433 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1949
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/campamento-varela,Campamento Varela,Cine colonial; No ficción; Documental; Cine colonial; país: España; colección: Colección Hermic Films; etiquetas: Campamentos militares,"Día a día de la unidad militar jalifiana Mehal-la en el Campamento Varela. | Fuerzas de la Mehal-la de Infantería. Vida en el campamento. Ejercicios tácticos en el campo. Durante el protectorado de España en Marruecos. | Educación gimnástica para los hombres recios, ágiles y musculosos del campamento. Servicios de sanidad y enseñanza agrícola. Escuelas para adultos y escuelas infantiles para los hijos de los soldados marroquíes. Visita de los jefes. Marchas al campo para realizar ejercicios tácticos. Intercambio de señales mediante telégrafos ópticos y palomas mensajeras. | código PLATFO: INV0006449 | titular de derechos: Filmoteca Española | formato original: 35 mm | color: Blanco y negro | idioma original: Español | duración declarada: 660 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/campos-rescatados,Campos rescatados,Cine colonial; No ficción; Documental; Cine colonial; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Marruecos-Historia- 1912-1956 (Protectorado español); Marruecos-Política agraria,"Documental sobre las tareas llevadas a cabo por el Servicio Agronómico del Protectorado español de Marruecos. | Reportaje documental sobre el desarrollo agrícola colonial español implantado en zonas del antiguo Protectorado español de Marruecos. | Crédito de título pintado, con un hombre y una yunta en el campo; la ciudad al fondo. Título en castellano y en árabe. Vistas generales diurnas del campo abierto y vacío, con ligeras elevaciones. Gráfico de un mapa que muestra la región occidental del norte del continente africano, con dibujos referidos a actividades agrícolas y ciudades señaladas. Gráfico de un mapa que muestra la región oriental del norte del continente africano, también con dibujos y ciudades señaladas. Hombres en un campo haciendo mediciones con todolitos y otros instrumentos. Hombres con batas blancas trabajan en un laboratorio químico, analizando muestras y semillas. Vistas generales de campos canalizados. Red de acequias y desagües. Un hombre cierra una de las compuertas de una acequia con un panel de piedra. Grupo de hombres en el campo arando la tierra, rodeados de reses. Hombre arando con una yunta de caballos. Más hombres arando el campo y plantando. Campo poblado de árboles crecidos. Granja agrícola de Melilla. Río Muluya. Edificio de poca altura, hombres caminan. Vista general del río Lucus. Granja de Larache. Niña riega el campo. Vistas generales de campos fértiles. Miembros del ejército con caballos. Hombres con vacas. Vacas bebiendo en un abrevadero. Vacas pastando por el campo. Ovejas. Entran en el establo. Piara de cerdos. Cerdos bañándose. Gallos y gallinas, pavos reales, patos en charcas. Campo destinado a la apicultura. Aula, clases, talleres, enseñanza. Fachada principal blanca con un arco de medio punto del edificio del Servicio Agronóm...",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/cauce-de-hombres,Cauce de hombres,Cine colonial; No ficción; Documental; Cine colonial; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Marruecos-Política sanitaria; Política educativa,"Proyectos coloniales en Marruecos enfocados en las infraestructuras sanitarias y programas educativos para la infancia. | Repaso por las infraestructuras y programas coloniales de corte sanitario y educativo en Marruecos para la asistencia médica y formativa de niños, niñas, huérfanos y adolescentes. | Crédito de título y dos planos de créditos, todos ellos sobre un grafismo que representa a un grupo de personas sentadas a la morisca. Insertos de saltos y cauces de ríos, caudalosos. Calles históricas de Tetuán, con arcos de herradura y pavimentos empedrados, poblados de caminantes con ropajes talares y tocados, acompañados por burros. Niños ociosos sentados en rincones. Vista del inmueble destinado a la Puericultura y Centro de Alimentación Infantil, edificio blanco de una planta con grandes ventanales rodeado por vegetación. Mujeres con bebés y niños entran en el edificio y ocupan una sala de espera. Un médico ausculta a un niño y una enfermera pesa a otro. Interior de salas de camas infantiles y niños ingresados. Niños juegan sobre alfombras en galerías amplias e iluminadas. Bebés columpiándose en mecedoras pequeñas. Una enfermera dando de comer a un bebé. Bebés gateando. Enfermera en un mostrador dispensa leche a las mujeres en la cola. Insertos de ríos. Vistas del orfanato franco de Melusa. Niños marroquíes en el jardín del orfanato; jugando al baloncesto; escribiendo en el aula, rezando. Vista de un orfanato femenino. Mujeres aprendiendo labores de costura, bailando en el patio. Niños en un taller desbastando madera y haciendo trabajos de carpintería y otros oficios. Vistas de la Escuela de Artes y Oficios Indígenas: frondoso patio musulmán, con fuente de azulejos geométricos y arcos de herradura. Vistas de vegetación y bosque. Interior de estilo musulmán, con alf...",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/galopando,Galopando,No ficción; Documental; país: España; colección: Colección Hermic Films; etiquetas: Equitación; Caballos,"Documental sobre la equitación y la utilización de caballos en el ámbito deportivo y militar. | Documental de carácter didáctico sobre la equitación y la utilización de los caballos en diferentes partes del mundo, incluyendo España, tanto en el ámbito deportivo como en el militar. | Imágenes de la Escuela de Salamanca de Equitación. Cuesta de la Vega en Madrid y Sevilla. Militares y demostraciones individuales de civiles. Diferentes ejércitos de caballería de Estados Unidos, Canadá y Egipto. Cosacos montando a caballo. Caballos en el deporte: polo, carreras, caza del zorro, etc. | código PLATFO: INV0007830 | titular de derechos: Filmoteca Española | formato original: 16 mm | color: Blanco y negro | idioma original: Español | duración declarada: 441 segundos | regime de acesso PLATFO: login/cadastro obrigatório; metadados públicos, mídia não baixada.",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/ingenieros-del-tropico,Ingenieros del trópico,Cine colonial; No ficción; Documental; Cine colonial; Documental científico; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Agronomía; Guinea Ecuatorial-Política agraria; Cine científico,"Trabajos realizados por ingenieros agrónomos para optimizar cultivos vegetales y luchar contra las plagas en Guinea Ecuatorial. | Actuación de la ingeniería agrónoma colonial en Guinea Ecuatorial. Orientación, experimentación y mejora de especies y cultivos vegetales: cacao, canela, café, árbol del caucho. Actuación frente a plagas. | En entorno selvático, desfile de hombres africanos de torso desnudo que portan frutos sobre sus cabezas. Desbroce en una plantación de cacao por parte de hombres africanos; un hombre blanco da indicaciones. Dos hombres africanos preparan el suelo de una plantación de cacao extendiendo la tierra con rastrillos ante la vigilancia de un hombre europeo con salacot. Recogida de frutos en una plantación. Automóvil abandona las inmediaciones de un edificio blanco y bajo. Vista de un edificio blanco de dos plantas, gallinas por las inmediaciones. Despacho de trabajo, hombres europeos, otros espacios en los que hombres blancos trabajan. Laboratorio. Hombre blanco maneja líquidos y matraces. Ayudante africano hace una preparación en un mortero. Estación meteorológica: termohigrómetro, anemómetro, muestras de cosechas, sacos de cacao, granjas de experimentación, fecundación artificial de la vainilla, hombre africano recoge unas ramas del árbol de la canela, las deshoja y descorteza las ramas. Hombre europeo y hombre africano en un vivero de árbol del caucho. Un hombre africano hace una incisión en la corteza del árbol. Recogen la secreción del látex. Bidones de caucho, hombre africano extrae una muestra que entrega al hombre europeo, que analiza sus propiedades, utilizando otros instrumentos y toma notas. Ambos hombres transforman el látex en corcho bruto por acción de ácidos. Hombres africanos manipulan maquinaria que transforma las planchas de cau...",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/la-ciudad-de-sidi-el-mandri,La ciudad de Sidi El Mandri,Cine colonial; No ficción; Documental; Cine colonial; Etnográfico; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Marruecos-Usos y costumbres; Tetuán-Usos y costumbres,"Vistas de Tetuán en 1948: sus calles, plazas y zoco. Campesinos y habitantes en sus trabajos, soldados saludando al Jalifa y desfile de la Guardia. | Mirada romántico-colonial sobre la ciudad de Tetuán, vista en sus aspectos más costumbristas. | Créditos. Caminantes por una vereda. Tetuán (fundada por Sidi Mandri nacido en Loja, Granada) Desde el exterior, vistas de restos de murallas, casas, plazas aún vacías por la mañana, calles con algunos habitantes (mientras se ven imágenes de las calles, con cada vez más paseantes, la locución cuenta la historia de la ciudad). Campesinos con borricos camino de la ciudad cruzan el río, otros entran por la puerta de la Medina. Calles y rincones con habitantes, zoco: puestos de pan, niños y mujeres tapadas, comerciantes en sus puestos y mirones, mujeres en puestos de telas, alfarería, aguadores. Soldados presentando armas, el viernes, al Jalifa, éste sale de su palacio ante los soldados en formación que junto a un sargento español saludan marcialmente, entra en la Mezquita, primeros planos de los soldados (askaris) (con pendientes en la oreja) el Jalifa sale entre saludos de los asistentes (soldados firmes) Desfile de la Guardia, antes formada, con mosquetón (puesta la bayoneta), gente y borricos en las calles, babucheros jóvenes, cortando cuero, repasando suela de enea. Callejón, costureros cosiendo chilabas a mano, niño hilando, calleja con paseantes, telar manual, estereros tejiendo con juncos, otro callejón con humo y dos hombres, curtidores, trabajando en pantalón corto, pisándolas o envolviéndolas en artesas de piedra, un chaval coge varias pieles del suelo y se las lleva. Calles en el barrio de los tejedores, hombre en telar, lanzando lavandera a mano. Vistas de otras calles empedradas. Plaza con campesinos recogiendo a la t...",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/las-minas-del-uixan,Las minas del Uixan,Cine colonial; No ficción; Documental; Cine colonial; Industrial; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Minería; Cine industrial,"Documental sobre la introducción y el desarrollo de la industria minera y la explotación del hierro en el Rif marroquí. | Explotación colonial de las minas de hierro del Uixán en la zona del Rif marroquí. | Monte Uixán y alrededores. Perforación con martillo pilón y otros con maquinaria pesada. Explosión. Pala mecánica cargando mineral en bruto. Cargando una tolva. Locomotora de vapor tipo 020 con la placa ""Clemente Fernández"". Un tractor maniobra con un vagón tolva (en vía de 600 ó 750 mm.). Baja por un plano inclinado colgado del cable (tirando de otro que sube vacío). Subida y bajada de más tolvas. Formando un tren (uno de los ferroviarios va corriendo al lado y deteniendo los vagones con el volante de freno). Locomotora de vapor tirando del tren. Descarga automática de los vagones (la caja vuelca según se levanta lateralmente con una ruedecilla que corre por un tercer carril inclinado). Cae el mineral en la tolva de machaqueo. Molinos trituradores. Maniobras en las estaciones clasificadoras de mineral. Varios muchachos separan materiales sobre una cinta transportadora. Hornos. El mineral machacado se recoge en otras tolvas del ferrocarril de vía métrica. Locomotora tanque (a vapor) de cinco ejes acoplados. Se marcha el tren. Descargando vagones en los hornos para desulfurar la pirita. Varios obreros descargan a mano, volcándola lateralmente, una tolva. Otros cargan vagonetas de mineral que sale ya limpio de azufre. Tren con un tractor marcado con inscripciones de la CEMR (""Compañía Española de Minas del Rif""). Lavadero de ""El Atalallón"". Maquinaria interior. Trenes arrastrados por locomotoras de vapor, rodaje 141 (tipo ""Mikado""), circulando con el tender por delante. El tren en el embarcadero de Melilla. Descargando los vagones (un par de obreros desenclavan los se...",1948
Filmoteca Española,filmoteca-espanola,Spain,Europe,ES-FILMOTECA-ESPANOLA,National film archive with public PLATFO FILMO metadata and registration-gated streaming,https://www.cultura.gob.es/cultura/areas/cine/filmoteca-espanola.html,True,True,https://filmo.platfo.es/pages/home,PLATFO FILMO,https://filmo.platfo.es/content/medicos-de-marruecos,Médicos de Marruecos,Cine colonial; No ficción; Documental; Cine colonial; país: España; colección: Colección Hermic Films; etiquetas: España-Colonias-África; Marruecos-Política sanitaria; Cine científico,"Asistencia sanitaria durante el Protectorado español. Los médicos se desplazan a caballo para brindar primera asistencia a poblados y aduares. | Diversos niveles de la asistencia médico-sanitaria a la población marroquí del Protectorado español. Los médicos de las intervenciones del campo o tebibs, se desplazan en caballos para visitar los poblados o aduares y realizar la primera asistencia a los enfermos. | Dos jinetes cabalgan juntos: un médico rural español (uniformado) y su ordenanza guía marroquí. Llegan a un poblado. Entra el médico en una choza en la que hay varios niños en la puerta. El enfermo está en un camastro. El médico le ausculta. Edificio del consultorio de demarcación. Ayudantes marroquíes inyectando a una anciana. Una enfermera hace pasar a consulta a una jovencísima madre, que lleva a un bebé colgado a la espalda. Mapa del norte de Africa con la situación de los consultorios (organizados con la base en Tetuán). Edificio de la Policlínica de Tetuán. Mujeres a la espera de consulta (ellas, todas, tapadas; los hombres con chilaba). Sanitario marroquí vacunando de viruela a una mujer (el clásico corte en cruz en la parte alta del brazo). Un dentista examina la boca medio desdentada de un paciente marroquí. Cirugía de urgencias en oftalmología (médicos operando y echando un colirio). Examinando la vista a una joven con velo. Probando lentes a un anciano. Ambulancia que llega al ""Hospital Civil"". Descendiendo la camilla. Recepción: el médico de guardia tramita el parte de entrada que pasa a una mecanógrafa a su lado, y avisa por teléfono a quirófano. Cirujano y ayudante lavándose y vistiéndose. La camilla con el enfermo por el pasillo. Se le mete a quirófano. El cirujano y su ayudante se ponen las batas. Una mujer saca un recipiente inoxidable de un autocl...",1948
