institution,slug,country,continent,repository_code,archive_type,bfi_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/ca31e636-d3db-5e75-9254-1b91ed0cb706,Tut-ankh Amen's Tomb Daily Sketch Topical Budget 600-1,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Ancient Egypt; Archaeology; Tutankhamen, Pharaoh of Egypt; Tombs | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:JjZ2k0YTE6ldE9f6O5tXIqshT4ccxJUs | Newsreel documenting the sensational discovery of the ancient Egyptian pharaoh's tomb and the priceless treasures within. | The excavation of the tomb of 'King Tut' was a 1920s sensation. This contemporary newsreel enacts a journey down the Nile to the Temple of Luxor and beyond the desert to the site of the tomb. Archaeologist Howard Carter is seen standing outside the tomb, while an ebony chair and a gem-encrusted wheel from the pharaoh's chariot are shown being removed. | Tut-ankh Amen's tomb was discovered in Egypt's Valley of the Kings in November 1922, by a team led by archaeologist Howard Carter. It would take another ten years to collect and document all of the artefacts found within. In April 1923, just a month after this news film was released, the excavation's patron, Lord Carnarvon, died from an infected mosquito bite, an incident that immediately sparked stories of a supposed curse upon those who had defiled the pharaoh's final resting place. The cultural fascination with all things Egypt goes back to at least the early 20th century, with Bram Stoker's novel The Jewel of the Seven Stars (1903) bei...",1923-02-22,Tut-ankh Amen's Tomb Daily Sketch Topical Budget 600-1,1923-02-22,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/fcf3415b-6f4f-53d8-961e-6f06595a487b,Central London Street Scenes,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Street scenes; London | locais: Westminster | som: Silent | duração: 5 min | Brightcove: 6057949427001/ref:ZkcTZ0dDqN98F6fSEQBZBDkczakit0S2 | These atmospheric scenes of the Thames and central London (including some spoiled by fog) were shot for the Sherlock Holmes feature The Sign of Four. | This short reel opens with a clapperboard showing the title 'Sign of Four', a Sherlock Holmes feature by Maurice Elvey. The shots of a motor boat going under Thames bridges and a grand saloon driving through central London streets are probably production footage from the feature's climactic chase scene, taking in Trafalgar Square, Westminster Bridge and busy traffic in the Strand and Hyde Park. | The Stoll film, The Sign of Four, was one of two feature length films in its Sherlock Holmes series (the other was The Hound of the Baskervilles). It was released in 1923 and starred Eillie Norwood as the great detective. The film's climax involves one long chase from a house in Twickenham all the way along the Thames to the docklands, with Holmes in a boat and the villains in a car. Presumably the scenes presented here were all 'no good' - spoiled shots that never made the final cut. Some look as if they have been taken in foggy conditions.Digitisation supported by the London Topographi...",1923,Central London Street Scenes,1923-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/cff84814-e77f-5b5d-8ed1-743414e89d01,Manchester - Where English Dog Racing Originated ...,Travelogue,Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Manchester; Funfairs | locais: Manchester | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:8xeTU5eTqDkKOvtmW8nHlEOYWZUEvwLn | Scenes of Manchester city centre and Belle Vue funfair.,1923,Manchester - Where English Dog Racing Originated ...,1923-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/f093862d-59a3-5c63-8397-8ec8610bd3ce,The Story of Westminster Hall,Documentary; School programme and Educational film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Documentary; School programme and Educational film | assuntos: Architecture; Opening ceremonies; Westminster; George V, King of Great Britain (1865-1936); Queen Mary, Consort to George V (1867-1953); Westminster Hall; Roofs; Manuscripts | locais: Westminster | som: Silent | duração: 15 min | Brightcove: 6057949427001/ref:U5M2Ixdjo-fH0U2BiNFgNhUJYbrpwZwv | This film traces the history of Westminster Hall and illustrates the salient architectural features. Shots include the order of King Richard II for a new roof (130-161); the larvae of the death watch beetle digging into its timbers (400-476); a close shot of the beetle (476-509) and the damage caused (622-661). The remainder of the film gives architectural details of reconstruction and concludes with the Opening of the Garter Hall by King George V and Queen Mary (938-999). | Intriguing early documentary about the oldest part of the Palace of Westminster and its restoration. | An intriguing and valuable early documentary about one of our major historic buildings. Nowadays practically every building restoration is commemorated by a film - but in 1923 Sir Frank Baines was definitely thinking out of the box when he commissioned this record of his soon-to-be-completed nine-year project to repair the roof of Westminster Hall - the oldest part of...",1923,The Story of Westminster Hall,1923-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/169f2221-9713-569c-8aa8-36cd5c32b7e8,Lonely Lightship's Christmas Topical Budget 591-2,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Christmas; Jazz dancing; Lightships | locais: Lynn Channel | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:lncHA2cjoL6tBp2mpLFQdk3vo7kEei5A | A crew of not-so-lonely lightshipmen enjoy a festive knees-up - 40 miles out at sea - in this heart-warming newsreel. | This heart-warming newsreel item radiates joy and good cheer, as Christmas comes to the crew of the Lynn Well lightship, 40 miles out in the North Sea. A visiting chaplain brings aboard the festive fare: mistletoe and a giant goose - plucked with gusto for the camera. Next, the men hold a service on deck and enjoy a spot of dancing, but never forget to keep their lamp-lights shining. | The Lynn Well was possibly stationed at the entrance to the Lynn Channel in Norfolk, marking the one safe passage from the North Sea to the shallow and hazardous Wash. A lightshipman was typically relieved from his dangerous and demanding duties just once each month. Chaplains from local seaman's missions offered a lifeline, especially at Christmas, interrupting a long and potentially lonely vigil. This newsreel item contains a (possibly incomplete) bonus story, 'Rare Bull-Dog Breed' - a simple portrait shot of a 90-year-old worker-tuned-war hero, which tugs at the heart strings that little bit harder.",1922-12-25,Lonely Lightship's Christmas Topical Budget 591-2,1922-12-25,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/a3ad67da-db99-5180-9eb2-6660ece79ae8,"""Topical"" Triumphs again Daily Sketch Topical Budget 586-1",Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Trafalgar Square; General elections; General elections (Great Britain - 15/11/1922) | locais: Trafalgar Square | som: Silent | duração: 2 min | Brightcove: 6057949427001/ref:hsYzd4czro_eEUbQVt32KEGu2aVFeBNT | Lights, camera, democracy! Eager voters swarm to Trafalgar Square to witness the election results, live on screen. | Election fever in a pre-TV age, as voters flock in their thousands to Trafalgar Square to watch the results come in. Just to prove that media self-obsession is nothing new, Topical Budget uses this newsreel to claim credit for the event, ignoring the results altogether. Still, there's no mistaking the enthusiasm of the crowds in a year when Labour overtook the Liberals as Britain's second party.",1922-11-16,"""Topical"" Triumphs again Daily Sketch Topical Budget 586-1",1922-11-16,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/3e7e53bc-5d25-5360-b8f3-1efcc8baed5c,World's Greatest Station Topical Budget 552-1,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Opening ceremonies; Lambeth; Waterloo Station; Queen Mary, Consort to George V (1867-1953) | locais: Waterloo Sta | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:U5NmxhcjocGqsDTMXJC7-4SdjtHLZcVP | Her Majesty Queen Mary officially opens the much rebuilt Waterloo station for the London and South Western Railway, 21 March 1922. | Nothing attracted the newsreel cameras like a royal visit and the opening of the re-modelled Waterloo station, attended by Queen Mary, was something to shout about. This film, shot by Topical Budget on 21 March 1922, shows the royal party climbing those familiar steps adorned with memorials to railway workers lost in the Great War - a scene remarkably unchanged today. | The original Waterloo had been extended many times. Before 1899 the station had 18 platforms - but only 10 platform numbers - a source of great bewilderment to the travelling public and a heavy responsibility for railway officials. Stagnated by WWI, the fully rebuilt and integrated Waterloo finally came to completion in 1922.",1922-03-23,World's Greatest Station Topical Budget 552-1,1922-03-23,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/e1d66441-0573-59f9-a67a-be11833fcff8,Around the Town No.110,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: William Shakespeare (1564-1616); Stratford-on-Avon; Fashion; King Edward VII (1841-1910); Hathaway, Anne (c.1556-1623); Anne Hathaway's Cottage; Dersingham; Pubs; Beers | locais: Stratford-upon-Avon; Dersingham | arquivo de origem: Media Archive for Central England | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:JkM2I4dToWqjc3rhfOHMPshPheh_fLf5 | An unconvincing Shakespeare mopes in Stratford, an Edward VII stand-in sups in Norfolk, and French actresses posture in London. | Browse through this cinemagazine offering an earnest but unrecognisable William Shakespeare lookalike in his home town of Stratford. Over the page is an Edward VII imposter in the old King's favourite chair from his local pub in Dersingham village, near Sandringham. Rounding it all off in the fashion section, French actresses Yvonne Printemps and Regina Camier are in town to model the latest trends.",1922,Around the Town No.110,1922-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/f0a2d064-ecff-54aa-a1fa-4289c42d73cb,Lewisham's Film Review,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Lewisham | locais: Lewisham | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:Q5NmMxdjrS-WXGMLXwrH6nRyi3CXpu72 | A film of Lewisham showing the clock tower, the river Ravensbourne at Lewisham bridge and other landmarks. | Journey into a lost London with this exquisitely detailed tour of the shops and street life of 1920s Lewisham. | This exquisitely detailed tour of the south-east London borough of Lewisham traverses town centre tramways and the Rivers Ravensbourne and Quaggy, gliding past ornate-signed outfitters and grander edifices like the Chiesman Brothers department store. We visit Deptford High Street and Catford, glimpse women workers leaving a Watney's bottling plant - and schoolboys practising their country dancing. | While you might spot the odd familiar name (Sainsbury's, Boots), most of the streets in the film have changed a great deal since the 1920s, thanks to extensive building work in the 30s and post-war redevelopment. Several high-explosive bombs fell during the London Blitz of 1940-41, but the worst damage occurred in 1944 when a V-1 flying bomb devastated Lewisham town centre, killing over 300 people.",1922,Lewisham's Film Review,1922-01-01,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/8c7bb327-78af-5d2e-b01f-ffcff8946bf2,Chairing of the Bard Gaumont Graphic No. 1083,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Wales; Druids; National Eisteddfod; Carnarvon; David Lloyd George (1863-1945) | locais: Caernarfon | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:c1OWYxdjpHjPLWwcYznwaPTVmVcDMH3i | Prime Minister Lloyd George pays his annual visit to the Eisteddfod celebrations in Wales. | This Gaumont Graphic newsreel shows part of the Gorsedd ceremony held at each Eisteddfod, on this occasion within the grounds of Caernarfon Castle. The crowd is addressed in song, and the Archdruid Dyfed drinks from the Corn Hirlas. The second scene shows Prime Minister Lloyd George leaving Carnarvon Pavilion after his annual address, passing with minimal security among his supporters.",1921-08-04,Chairing of the Bard Gaumont Graphic No. 1083,1921-08-04,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/b61af13c-57d8-52e2-aa7e-3b824a32616d,Oranges and Lemons Say the Bells of St Clements Topical Budget 501-2,Newsreel,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Newsreel | assuntos: Children | locais: Westminster | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:oyNmpndTpDMuzqHgIQN4mFzthN0i676p | ""Oranges and lemons, say the bells of St Clement's"": an ancient London custom performed by young parishioners. | ""Oranges and lemons say the bells of St Clement's"". The ancient custom of distributing oranges and lemons to the young parishioners of St Clement Danes in the Strand, London - as referred to in the famous nursery rhyme - was revived by the vicar of the well-known church in 1920. One year on, this newsreel item captures the children's palpable excitement as they take part in the ceremony. | Not only does the annual orange and lemon service continue today, the bells of St Clement Danes still ring out the old tune three times a day.",1921-04-04,Oranges and Lemons Say the Bells of St Clements Topical Budget 501-2,1921-04-04,"Vida pública, política e história",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/44db8398-5d81-5a3c-b2d1-c881f762be0a,Lgoc Tour: Sutton to Reigate,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Buses; Sutton; Reigate | locais: Sutton; Reigate | som: Silent | duração: 3 min | Brightcove: 6057949427001/ref:o4Z2phdTqurKbfPfFmXkRJF_Xsf86pSB | A journey from Sutton to Reigate, the route of the No. 80 bus. | All aboard the no. 80! Sit back and take in the lovely scenery en route from Sutton to Reigate. | All aboard the no. 80 for a tour of some of Surrey's finest villages. Our starting point is Sutton in South West London, with fleeting stops at Banstead, Burgh Heath, Tadworth, Walton-on-the-Hill, and see if you can glimpse Reigate Castle. The London General Omnibus Company (LGOC) ran circular day trips from London to the surrounding countryside, and sponsored this travelogue to entice viewers to use the service. | According to a contemporary newspaper article the trips were reasonably priced and inclusive of lunch and tea en route. No wonder they were so popular!",1921,Lgoc Tour: Sutton to Reigate,1921-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/aa9fb529-cb4f-529d-b880-1180acc87718,Stratford-on-Avon,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Stratford-on-Avon | locais: Stratford-upon-Avon | som: Silent | duração: 15 min | Brightcove: 6057949427001/ref:JsYmYxdjqmtP068DjNbi4HrvYU-6kW2Q | A picturesque portrait of Stratford-on-Avon in the 1920s, evocatively photographed by British cinema pioneer Cecil Hepworth. | Gorgeous footage of a sun-dappled River Avon, photographed from a moving boat, sets the scene for this gentle cinematic meander around Shakespeare's Stratford. Lensed by Cecil Hepworth, one of British filmmaking's foremost pioneers, it features the leisurely extended shots and slow fades between scenes that were his trademark. A charming vintage travelogue evoking a peaceful world of long ago. | Yet while a cursory glance at this film might suggest that the Stratford of Hepworth's day was unspoilt by the crass forces of commerce and modernity, closer scrutiny reveals that the tourist machine was at work even then. Eagle-eyed viewers will note that the Tudor house next to the Garrick Inn has been gaudily renamed the 'Shakespearean Souvenir Depot'.",1921,Stratford-on-Avon,1921-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/c972a9fb-bb32-55b8-9ec4-ea727f53bce9,The Flying Squadrons of Bempton Cliffs,Interest film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Interest film | assuntos: Fishing industry; Water birds; Flamborough Head; Eggs; Crabs; Bridlington | locais: Flamborough Head; Bridlington | som: Silent | duração: 7 min | Brightcove: 6057949427001/ref:VnNHg3YjE6G4AY9IVy23PmI4-5rSDUkf | INTEREST. Egg-gathering at Flamborough Head, Yorkshire; crab-fishing industry.",1921,The Flying Squadrons of Bempton Cliffs,1921-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/ff66e46c-cee6-51e4-b43d-e92f07d8ac7c,"Hoxton.... Saturday July 3rd, Britannia Theatre",Actuality film,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film | assuntos: Trams; Horse-drawn transport; Carts; Shoreditch; Theatres | locais: Hoxton | som: Silent | duração: 6 min | Brightcove: 6057949427001/ref:lnNmdzMDE6JkNIZ_xUX_nXhtLIfd2bjY | Fantastically lively images from around East London's greatest music hall. | Long before it acquired its modern reputation as a hipster mecca, Hoxton, in Shoreditch, attracted a very different clientele, thanks to the presence of East London's most celebrated music hall, the Britannia. But in 1920 (if the date on this film's title card is to be believed) there was no less of a buzz to the place. The Britannia, badly damaged in a fire in 1900, had by then been taken over by the Gaumont chain and reused as a cinema. | In scenes that recall the films of Mitchell and Kenyon from earlier in the century, the streets teem with people, most of them transfixed by the presence of the camera. Despite the opening title, at least one source suggests that the footage was shot a decade earlier - and the absence of motorised transport makes it hard to be sure either way. All the same, it's an extraordinary picture of old East End energy. Also featured are the London Apprentice pub - still standing at 333 Old Street and now home to the bar and club 333 Mother - and the tower of St Leonards Church.",1920-07,"Hoxton.... Saturday July 3rd, Britannia Theatre",1920-07-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/508ef4af-b5b9-5fd7-9164-372173ec0187,A Day in London,Travelogue,Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: London | locais: Westminster; City of London; Camden | som: Silent | duração: 7 min | Brightcove: 6057949427001/ref:5ra2RxYTE6cDjrM5VEkX7Pdxrm3JNjXe,1920,A Day in London,1920-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/b0f6133d-9380-557b-8ce5-0f0f7adb3a59,Coves & Caves,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Cornwall; Bridges; Boscastle; Waders; Watermills | locais: Porth; Trevose Head; Padstow; Wadebridge; St Teath; Boscastle | som: Silent | duração: 12 min | Brightcove: 6057949427001/ref:dtMHVodTqobwSAVt-XjSUjNa4YcpXSGZ | Travelogue of Cornwall. | Eden before the Project: a magical, whimsical travelogue of Cornish beauty spots. | This magical and whimsical travelogue of north Cornwall beauty spots is presented as a series of scenic picture postcards. There are exquisite views of Padstow and Boscastle harbours. Quaint, poetry-peppered intertitles add a folkloric atmosphere: the film's explorations of sea caves and forests in search of mermaids evoke Cornish legend. This is Eden before the Project. | There's a smattering of experimental camera work here too: look out for the extreme wide-screen view of Wadebridge, the aerial shot of Trevose Head, as well as the artful vignettes and fades. The film is one of a series of 'Beauty of Britain' travelogues made by Claude Friese-Greene (son of cinema pioneer William). Friese-Greene would go on to garner major plaudits for a subsequent travelogue project, The Open Road (1925), which documents a journey from Land's End to John O'Groats and was shot with an experimental colour system.",1920,Coves & Caves,1920-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/64345244-f42b-5417-a83b-8d4f1bb55f77,Helen of Four Gates,Drama,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Drama | assuntos: Rural life; Mental disorders | locais: Heptonstall | som: Silent | duração: 77 min | Brightcove: 6057949427001/ref:szNGkxdjqoMuFwQRtuYjF8Vj0qHuY7ug | In a prologue we are introduced to Abel Mason who is courting Helen. Helen is told by a rival for her hand that there is madness in the Mason family and she is persuaded to reject Abel for the sake of any children. Two yeas later her husband dead, and herself dying, Helen entrusts her baby daughter to Able who take the child in but for the purpose of wreaking revenge on his former lover. 18 years pass and the young Helen has grown up, a child of nature, fond of animals and children but bullied and mistreated by the man she thinks is her father, Abel. She meets Martin, a student working as a farm hand and they fall in love. Abel tells Martin of the madness in the Mason blood and Martin like Helen’s mother before him eventually breaks off his engagement for fear of the sickness recurring in their children. Helen is distraught and tries to follow Martin who hides from her on the hills and here she is met by Fielding Day, a tramp and ‘evil companion of Abel’s Youth’ who has entered into an agreement to marry Helen in return for a share in the farm and is to make her as miserable as Abel has been. Helen accepts his proposal only b...",1920,Helen of Four Gates,1920-01-01,Ficção cinematográfica,Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/b4a1c2a9-eaed-5bdd-8293-d8dbe89b221f,Hobson's Choice,Comedy; Period drama,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Comedy; Period drama | assuntos: Cobblers; Alcoholism; 19th century | som: Silent | duração: 73 min | Brightcove: 6057949427001/ref:53Z2gxdjodxQnTa5c6UMnp0xITB90yWq | Comedy about the energetic daughter of an alcoholic Lancashire bootmaker who gets one of her father's journeymen to marry her and then creates a completely successful business in opposition to her father. | The first film adaptation of Harold Brighouse's Salford-set play, humorously depicting the travails of a dipsomaniac cobbler. | The first of three film versions of the famous Salford-set play by Harold Brighouse. It humorously depicts the travails - caused by his three daughters and a gauche, but talented, employee - of the dipsomaniac cobbler, Henry Hobson. A faithful if largely studio bound adaptation is enlivened by a gallery of engaging performances, especially Arthur Pitt as the inebriated and indolent Hobson.",1920,Hobson's Choice,1920-01-01,Ficção cinematográfica,Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/ef7a6d8e-c09f-5c4b-8753-f9536c926e52,In Old St Albans,Travelogue,"Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: St Albans | locais: St Albans | som: Silent | duração: 9 min | Brightcove: 6057949427001/ref:NtaWIxdjrKyFhFNWV0hFV_H47KuhZqfi | INTEREST. Notable buildings in and around St Albans, Hertfordshire. | Popular with Romans, monks, and the Hertfordshire Albanians of 1920 and today, the historic city of St Albans was made to be put on film. | Time has tweaked rather than ravaged the historic city of St Albans in the decades since this film was shot. A fantastic phantom ride into the market place reveals a familiar yet subtly different landscape - even the ubiquitous coffee shops of today have an analogue in the St Albans Workman's Coffee Tavern. The Cathedral, Clock Tower and roman ruins punctuate the bustling street scenes.",1920,In Old St Albans,1920-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/056af9d0-091a-5dbe-b864-af5a10843d65,London Street Scenes C. 1920s,Travelogue,Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Travelogue | assuntos: Street scenes; London; Human signs | locais: London | som: Silent | duração: 4 min | Brightcove: 6057949427001/ref:5xOHFsdTresQ5ug7PLyLLMctB7FRrOY9,1920,London Street Scenes C. 1920s,1920-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
BFI National Archive,bfi-national-archive,United Kingdom,Europe,GB-BFI-NATIONAL-ARCHIVE,Film and television archive,https://www.bfi.org.uk/bfi-national-archive,True,True,https://replay.bfi.org.uk/search,BFI Replay,https://replay.bfi.org.uk/video/bfca21a3-3ce7-553c-830c-9dd31fdcf3e1,The Agony of Belfast,Actuality film; Actuality film,Registro público materializado no BFI Replay. | disponibilidade: Internet-UK | gêneros: Actuality film; Actuality film | assuntos: Propaganda; Street scenes; Northern Ireland; Belfast; Catholic Church; Murals; Graffiti | locais: Belfast | som: Silent | duração: 1 min | Brightcove: 6057949427001/ref:9vbWxmdjos6ed7l3zu939t0wD6jSJxYZ,1920,The Agony of Belfast,1920-01-01,"Documentário, cotidiano e memória local",Arquivo audiovisual público curado
