institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,partner_domain,status,http_code,integrity_status,final_url,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,priority_review,warning,error
Archief- en Onderzoekscentrum voor Vrouwengeschiedenis (AVG-Carhif) - Centre d’Archives et de Recherches pour l’Histoire des Femmes (Carhif-AVG),archief-en-onderzoekscentrum-voor-vrouwengeschiedenis-avg-carhif-centre-d-archives-et-de-recherches-pour-l-histoire-des-femmes-carhif-avg,Belgium,Europe,BE-007502,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-007502,True,True,http://www.avg-carhif.be,avg-carhif.be,ok,200,integro,https://avg-carhif.be/,0,0,4,baixa,,
Archives de l'État à Arlon,archives-de-l-tat-arlon,Belgium,Europe,BE-A0521,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0521,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0521,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'Etat à Bruxelles / Rijksarchief te Brussel (Anderlecht),archives-de-l-etat-bruxelles-rijksarchief-te-brussel-anderlecht,Belgium,Europe,BE-A0541,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0541,True,True,http://www.arch.be,arch.be,ok,200,integro,https://www.arch.be/,0,0,0,baixa,,
Archives de l'État à Liège,archives-de-l-tat-li-ge,Belgium,Europe,BE-A0522,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0522,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0522,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'État à Louvain-la-Neuve,archives-de-l-tat-louvain-la-neuve,Belgium,Europe,BE-A0542,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0542,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0542,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'État à Mons,archives-de-l-tat-mons,Belgium,Europe,BE-A0524,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0524,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0524,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'État à Namur,archives-de-l-tat-namur,Belgium,Europe,BE-A0525,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0525,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0525,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'État à Saint-Hubert,archives-de-l-tat-saint-hubert,Belgium,Europe,BE-D497,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-D497,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-D497,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Archives de l'État à Tournai,archives-de-l-tat-tournai,Belgium,Europe,BE-A0527,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0527,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0527,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Baldewijns Ria,baldewijns-ria,Belgium,Europe,BE-376998,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-376998,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-376998,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
"Beveren, gemeentearchief",beveren-gemeentearchief,Belgium,Europe,BE-799548,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-799548,True,True,http://www.beveren.be/themas/433/default.aspx?_vs=0_N&id=1560,beveren.be,erro,,instavel,http://www.beveren.be/themas/433/default.aspx?_vs=0_N&id=1560,0,0,0,alta,,Timeout ou falha no carregamento
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,True,True,http://www.bcdedeken.be/,bcdedeken.be,ok,200,integro,https://bcdedeken.be/,0,0,5,baixa,,
Broers Theo,broers-theo,Belgium,Europe,BE-411251,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-411251,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-411251,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
"Brugge, stadsarchief",brugge-stadsarchief,Belgium,Europe,BE-674353,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-674353,True,True,http://www.brugge.be,brugge.be,ok,200,integro,https://www.brugge.be/,0,0,0,baixa,,
Buurtwerking Groot Redingenhof Leuven VZW,buurtwerking-groot-redingenhof-leuven-vzw,Belgium,Europe,BE-191244,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-191244,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-191244,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Centrum voor Streekgeschiedenis Stad Zottegem CVS Zottegem,centrum-voor-streekgeschiedenis-stad-zottegem-cvs-zottegem,Belgium,Europe,BE-296019,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-296019,True,True,http://www.zottegem.be/erfgoed-en-musea/centrum-voor-streekgeschiedenis.aspx,zottegem.be,ok,200,suspeito,https://www.zottegem.be/404?page=erfgoed-en-musea/centrum-voor-streekgeschiedenis.aspx,0,0,0,alta,"Pagina generica, suspensa ou de erro apesar de responder.",
De Klomp De Klinge VZW te Sint-Gillis-Waas,de-klomp-de-klinge-vzw-te-sint-gillis-waas,Belgium,Europe,BE-683035,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-683035,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-683035,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
"Duffel, gemeentearchief",duffel-gemeentearchief,Belgium,Europe,BE-553002,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-553002,True,True,http://www.duffel.be,duffel.be,erro,,instavel,http://www.duffel.be,0,0,0,alta,,Timeout ou falha no carregamento
European Savings Bank Group,european-savings-bank-group,Belgium,Europe,BE-761897,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-761897,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-761897,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Familiekunde Vlaanderen - Documentatie- en Studiecentrum voor Familiegeschiedenis te Merksem,familiekunde-vlaanderen-documentatie-en-studiecentrum-voor-familiegeschiedenis-te-merksem,Belgium,Europe,BE-739769,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-739769,True,True,http://www.vvfnationaalcentrum.be/,vvfnationaalcentrum.be,ok,200,integro,http://www.vvfnationaalcentrum.be/,0,0,0,baixa,,
Familiekunde Vlaanderen - Regio Westkust VZW,familiekunde-vlaanderen-regio-westkust-vzw,Belgium,Europe,BE-169111,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-169111,True,True,http://www.familiekunde-westkust.be/,familiekunde-westkust.be,ok,200,integro,https://www.familiekunde-westkust.be/,0,0,0,baixa,,
Figurentheater Propop te Turnhout,figurentheater-propop-te-turnhout,Belgium,Europe,BE-699707,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-699707,True,True,http://www.propop.be/,propop.be,ok,200,integro,https://www.propop.be/,0,0,0,baixa,,
Fotomuseum te Antwerpen,fotomuseum-te-antwerpen,Belgium,Europe,BE-118815,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-118815,True,True,http://www.fotomuseum.be,fomu.be,ok,200,integro,https://fomu.be/,0,0,0,baixa,,
"Gent, stadsarchief",gent-stadsarchief,Belgium,Europe,BE-645936,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-645936,True,True,https://www.beeldbankgent.be,beeldbank.stad.gent,ok,200,integro,https://beeldbank.stad.gent/,0,0,0,baixa,,
Geschied- en heemkundige kring Kinrooi VZW,geschied-en-heemkundige-kring-kinrooi-vzw,Belgium,Europe,BE-881086,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-881086,True,True,http://www.heemkringkinrooi.net/,heemkringkinrooi.net,ok,200,integro,http://www.heemkringkinrooi.net/,0,0,0,baixa,,
Guido Gezelle Archief van de Openbare Bibliotheek Brugge,guido-gezelle-archief-van-de-openbare-bibliotheek-brugge,Belgium,Europe,BE-188349,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-188349,True,True,http://www.gezelle.be,gezelle.be,ok,200,integro,https://gezelle.be/,0,0,0,baixa,,
Heemkring Hoghescote VZW te Kapellen,heemkring-hoghescote-vzw-te-kapellen,Belgium,Europe,BE-191408,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-191408,True,True,http://www.heemkring-hoghescote.be/,heemkring-hoghescote.be,ok,200,integro,https://www.heemkring-hoghescote.be/Intern2950/WelkomIntern.html,0,0,0,baixa,,
Heemkring Opwijk-Mazenzele te Opwijk,heemkring-opwijk-mazenzele-te-opwijk,Belgium,Europe,BE-214427,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-214427,True,True,http://www.heemkringopwijk.be,heemkringopwijk.be,ok,200,integro,http://www.heemkringopwijk.be/,0,0,0,baixa,,
Heemkunde Vlaanderen VZW - Huis De Zalm te Mechelen,heemkunde-vlaanderen-vzw-huis-de-zalm-te-mechelen,Belgium,Europe,BE-909973,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-909973,True,True,http://www.heemkunde-vlaanderen.be,histories.be,ok,200,integro,https://histories.be/,0,0,0,baixa,,
Heemkundig Museum Tempelhof te Beerse,heemkundig-museum-tempelhof-te-beerse,Belgium,Europe,BE-157519,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-157519,True,True,http://www.devlierbes.be,gaudete.info,ok,200,integro,http://www.gaudete.info/site-vlierbes-wp/,0,0,0,baixa,,
Heemkundige Kring De Kaeck te Wommelgem,heemkundige-kring-de-kaeck-te-wommelgem,Belgium,Europe,BE-648616,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-648616,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-648616,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Heemkundige Kring De Poemp te Nijlen,heemkundige-kring-de-poemp-te-nijlen,Belgium,Europe,BE-646149,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-646149,True,True,http://www.depoemp.be,depoemp.be,ok,200,integro,https://depoemp.be/en-gb,0,1,0,media,,
Heemkundige Kring Kasterlee-Lichtaart-Tielen VZW,heemkundige-kring-kasterlee-lichtaart-tielen-vzw,Belgium,Europe,BE-750489,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-750489,True,True,http://heemkring.kasterlee.be,heemkringklt.com,ok,200,integro,https://heemkringklt.com/,0,0,0,baixa,,
Heemkundige Kring Moorslede,heemkundige-kring-moorslede,Belgium,Europe,BE-337637,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-337637,True,True,http://www.heemkringmoorslede.be/,heemkringmoorslede.be,ok,200,integro,https://www.heemkringmoorslede.be/,0,0,0,baixa,,
"Herentals, stadsarchief",herentals-stadsarchief,Belgium,Europe,BE-00000028548,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-00000028548,True,True,http://www.herentals.be,herentals.be,ok,200,integro,https://www.herentals.be/,0,0,0,baixa,,
Het Firmament te Mechelen,het-firmament-te-mechelen,Belgium,Europe,BE-771678,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-771678,True,True,http://www.hetfirmament.be,cemper.be,ok,200,integro,https://www.cemper.be/,0,0,0,baixa,,
"Ieper, stadarchief",ieper-stadarchief,Belgium,Europe,BE-134281,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-134281,True,True,http://www.ieper.be,ieper.be,erro,,instavel,http://www.ieper.be,0,0,0,alta,,Timeout ou falha no carregamento
Jenevermuseum te Hasselt,jenevermuseum-te-hasselt,Belgium,Europe,BE-076993,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-076993,True,True,http://www.jenevermuseum.be,jenevermuseum.be,ok,200,integro,https://www.jenevermuseum.be/nl,0,0,0,baixa,,
Jozef van Rompay-Davidsfonds-Genootschap VZW te Onze-Lieve-Vrouw-Waver,jozef-van-rompay-davidsfonds-genootschap-vzw-te-onze-lieve-vrouw-waver,Belgium,Europe,BE-565700,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-565700,True,True,http://users.telenet.be/DFOLVWAVER/genootschap.html,users.telenet.be,erro,,instavel,http://users.telenet.be/DFOLVWAVER/genootschap.html,0,0,0,alta,,Timeout ou falha no carregamento
K. Stade Leuven T.C.,k-stade-leuven-t-c,Belgium,Europe,BE-001250,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-001250,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-001250,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Keukeleire Ides,keukeleire-ides,Belgium,Europe,BE-474256,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-474256,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-474256,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,University and research archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,True,True,https://archives.africamuseum.be/,archives.africamuseum.be,ok,200,integro,https://archives.africamuseum.be/,0,0,5,baixa,,
"Koninklijke Belgische Korfbalbond, Vlaamse Liga KBKB",koninklijke-belgische-korfbalbond-vlaamse-liga-kbkb,Belgium,Europe,BE-816330,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-816330,True,True,http://www.korfbal.be,korfbal.be,ok,200,integro,https://www.korfbal.be/,0,0,0,baixa,,
Koninklijke Karabijnschuttersgilde Sint-Jan teThiewinkel (Lummen),koninklijke-karabijnschuttersgilde-sint-jan-tethiewinkel-lummen,Belgium,Europe,BE-135110,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-135110,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-135110,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Koninklijke Oudheidkundige Kring van het Land van Waas,koninklijke-oudheidkundige-kring-van-het-land-van-waas,Belgium,Europe,BE-414904,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-414904,True,True,http://www.kokw.be/,kokw.be,ok,200,integro,http://www.kokw.be/,1,1,0,media,,
Koninklijke Postzegelkring - Studiekring Wereldoorlog I en II te Overijse,koninklijke-postzegelkring-studiekring-wereldoorlog-i-en-ii-te-overijse,Belgium,Europe,BE-273668,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-273668,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-273668,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Koninklijke Sint-Sebastiaansgilde te Merksplas,koninklijke-sint-sebastiaansgilde-te-merksplas,Belgium,Europe,BE-383665,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-383665,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-383665,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Liberas - Centrum voor de geschiedenis van het vrije denken en handelen,liberas-centrum-voor-de-geschiedenis-van-het-vrije-denken-en-handelen,Belgium,Europe,BE-A4009,Private persons and family archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A4009,True,True,https://www.liberas.eu,liberas.eu,http_error,410,quebrado,https://www.liberas.eu/,0,0,0,alta,,
"Lokeren, stadsarchief",lokeren-stadsarchief,Belgium,Europe,BE-038490,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-038490,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-038490,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
MATRIX - New Music Centre te Leuven,matrix-new-music-centre-te-leuven,Belgium,Europe,BE-206481,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-206481,True,True,http://www.matrix-new-music.be/,matrix-new-music.be,ok,200,integro,https://matrix-new-music.be/nl/,1,1,1,media,,
"Mechelen, stadsarchief",mechelen-stadsarchief,Belgium,Europe,BE-896772,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-896772,True,True,http://www.stadsarchiefmechelen.be,stadsarchief.mechelen.be,ok,200,integro,https://stadsarchief.mechelen.be/,0,0,0,baixa,,
Modemuseum te Antwerpen,modemuseum-te-antwerpen,Belgium,Europe,BE-549634,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-549634,True,True,http://www.momu.be,momu.be,ok,200,integro,https://www.momu.be/,0,0,3,baixa,,
Museum Mayer van den Bergh te Antwerpen,museum-mayer-van-den-bergh-te-antwerpen,Belgium,Europe,BE-993930,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-993930,True,True,http://www.museummayervandenbergh.be/men.net,museummayervandenbergh.be,http_error,404,quebrado,https://museummayervandenbergh.be/men.net,0,0,0,alta,,
"Oostende, stadsarchief",oostende-stadsarchief,Belgium,Europe,BE-608530,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-608530,True,True,http://www.oostende.be/Archief/1600/default.aspx?id=599,oostende.be,erro,,instavel,http://www.oostende.be/Archief/1600/default.aspx?id=599,0,0,0,alta,,Timeout ou falha no carregamento
Openbare Bibliotheek Brugge,openbare-bibliotheek-brugge,Belgium,Europe,BE-929659,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-929659,True,True,http://www.brugge.be,brugge.be,ok,200,integro,https://www.brugge.be/,0,0,0,baixa,,
Poesje van de Lange Wapper te Antwerpen,poesje-van-de-lange-wapper-te-antwerpen,Belgium,Europe,BE-496499,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-496499,True,True,http://users.skynet.be/lange.wapper,users.skynet.be,erro,,instavel,http://users.skynet.be/lange.wapper,0,0,0,alta,,Timeout ou falha no carregamento
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,True,True,http://www.ellebieke.be,facebook.com,ok,200,integro,https://www.facebook.com/people/Ellebieke/61587016800955/,0,10,5,media,,
Provinciaal Archief West-Vlaanderen,provinciaal-archief-west-vlaanderen,Belgium,Europe,BE-581930,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-581930,True,True,http://www.west-vlaanderen.be/archiefdienst,west-vlaanderen.be,restrito,403,restrito,https://www.west-vlaanderen.be/archiefdienst,0,0,0,alta,,
Rijksarchief te Antwerpen,rijksarchief-te-antwerpen,Belgium,Europe,BE-A0511,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0511,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=antwerpen,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=antwerpen,3,4,0,media,,
Rijksarchief te Beveren,rijksarchief-te-beveren,Belgium,Europe,BE-A0512,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0512,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=beveren,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=beveren,3,4,0,media,,
Rijksarchief te Brugge,rijksarchief-te-brugge,Belgium,Europe,BE-A0513,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0513,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=brugge,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=brugge,3,4,0,media,,
Rijksarchief te Gent,rijksarchief-te-gent,Belgium,Europe,BE-A0514,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0514,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=gent,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=gent,4,5,0,media,,
Rijksarchief te Hasselt,rijksarchief-te-hasselt,Belgium,Europe,BE-A0515,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0515,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=hasselt,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=hasselt,3,4,0,media,,
Rijksarchief te Kortrijk,rijksarchief-te-kortrijk,Belgium,Europe,BE-A0516,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0516,True,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=kortrijk,arch.be,ok,200,integro,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=kortrijk,3,4,0,media,,
Rijksarchief te Leuven,rijksarchief-te-leuven,Belgium,Europe,BE-A0518,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0518,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0518,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Staatsarchiv Eupen,staatsarchiv-eupen,Belgium,Europe,BE-A0531,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0531,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0531,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Stichting Jenny & Luc Peire te Knokke,stichting-jenny-luc-peire-te-knokke,Belgium,Europe,BE-211630,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-211630,True,True,http://www.lucpeire.com,lucpeire.com,ok,200,integro,https://lucpeire.com/,0,0,0,baixa,,
Studium Generale VZW te Balen,studium-generale-vzw-te-balen,Belgium,Europe,BE-910074,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-910074,True,True,http://www.studiumgeneralevzw.be,studiumgeneralevzw.be,ok,200,integro,http://www.studiumgeneralevzw.be/,0,0,0,baixa,,
Tafeltennisclub Groenendaal VZW te Merksem Groenendaal TTC vzw Groenendaal Tafeltennisclub vzw Wit Zwart tafeltennisclub (Wit Zwart TTC),tafeltennisclub-groenendaal-vzw-te-merksem-groenendaal-ttc-vzw-groenendaal-tafeltennisclub-vzw-wit-zwart-tafeltennisclub-wit-zwart-ttc,Belgium,Europe,BE-727016,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-727016,True,False,,,sem_site,,sem_site,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-727016,0,0,0,media,Instituicao sem webpage externa informada na base consultada.,
Theater Zuidpool te Antwerpen,theater-zuidpool-te-antwerpen,Belgium,Europe,BE-062412,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-062412,True,True,http://www.zuidpool.be,zuidpool.be,erro,,instavel,http://www.zuidpool.be,0,0,0,alta,,Timeout ou falha no carregamento
"Tielt, stadsarchief",tielt-stadsarchief,Belgium,Europe,BE-00000028545,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-00000028545,True,True,http://www.tielt.be,tielt.be,erro,,instavel,http://www.tielt.be,0,0,0,alta,,Timeout ou falha no carregamento
