institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/embed/Cc8_0UsEcDM?feature=oembed,YouTube,YouTube,,
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/watch?v=Cc8_0UsEcDM,Sam Roma: Είμαστε Τσιγγάνοι | Ντοκιμαντέρ της Μαρίνας Δανέζη,Sam Roma: Είμαστε Τσιγγάνοι | Ντοκιμαντέρ της Μαρίνας Δανέζη,"Sam Roma: Είμαστε Τσιγγάνοι, το ντοκιμαντέρ της Μαρίας Δανέζη κάνει ψηφιακή πρεμιέρα την Τρίτη 31 Οκτωβρίου 2023 στις 21:00.«Είμαστε απ' όλα. Οτιδήποτε θα το...",2023-10-31T12:00:10-07:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/embed/XTIYtlxRLY4?feature=oembed,YouTube,YouTube,,
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://youtu.be/XTIYtlxRLY4,Handbrake της Αντιγόνης Καρνεσιώτη,Handbrake της Αντιγόνης Καρνεσιώτη,"Handbrake της Αντιγόνης ΚαρνεσιώτηΜε την υποστήριξη του Onassis CultureΗ ταινία μικρού μήκους “Handbrake” της Αντιγόνης Καρνεσιώτη, σε σενάριο της ίδιας και ...",2025-12-02T23:00:06-08:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/embed/drOvTQ4VJU4?feature=oembed,YouTube,YouTube,,
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/watch?v=drOvTQ4VJU4,Ιστορίες που συνεχίζονται | Ένα Γράμμα στον Ντίνο της Μαρίνας Δανέζη,Ιστορίες που συνεχίζονται | Ένα Γράμμα στον Ντίνο της Μαρίνας Δανέζη,Επεισόδιο 3 - Ένα Γράμμα στον ΝτίνοΗ ιστορία του «αθώου γίγαντα» που έσωσε επτά συνανθρώπους μας. Η Βούλα Κολιοπούλου είναι μια μητέρα που κατάφερε να μετατρ...,2024-07-30T06:49:11-07:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://youtu.be/CPYI_RinZuM?si=9coImHvHVAB38Ppt,Democracy is Coming | Ντοκιμαντέρ του Χρήστου Σαρρή,Democracy is Coming | Ντοκιμαντέρ του Χρήστου Σαρρή,"Democracy Is Coming του Χρήστου Σαρρή Ένα ντοκιμαντέρ για την έννοια της δημοκρατίας, από την αρχαία Ελλάδα στην Αμερική του σήμερα, σε παραγωγή Onassis Cult...",2024-10-29T07:33:20-07:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/embed/TKMSaGmdxzU?feature=oembed,YouTube,YouTube,,
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/watch?v=TKMSaGmdxzU,Trailer: Democracy is Coming | Ντοκιμαντέρ του Χρήστου Σαρρή,Trailer: Democracy is Coming | Ντοκιμαντέρ του Χρήστου Σαρρή,"Democracy Is Coming του Χρήστου Σαρρή | Μια παραγωγή του Onassis CultureΈνα ντοκιμαντέρ για την έννοια της δημοκρατίας, από την αρχαία Ελλάδα στην Αμερική το...",2024-10-29T08:25:41-07:00
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/embed/c08jyt-k1o4?feature=oembed,YouTube,YouTube,,
Íδρυμα Ωνάση,%C3%8D%CE%B4%CF%81%CF%85%CE%BC%CE%B1%20%CE%A9%CE%BD%CE%AC%CF%83%CE%B7,Greece,Europe,GR-OF-CA,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=GR-OF-CA,True,True,https://www.onassis.org/,YouTube,https://www.youtube.com/watch?v=c08jyt-k1o4,Constantine Skourlis στο Τεχνολογικό και Πολιτιστικό Πάρκο Λαυρίου | STAGES A/LIVE,Constantine Skourlis στο Τεχνολογικό και Πολιτιστικό Πάρκο Λαυρίου | STAGES A/LIVE,"Το STAGES A/LIVE παρουσιάζει τον Constantine Skourlis στο Τεχνολογικό και Πολιτιστικό Πάρκο ΛαυρίουΤην Κυριακή 12 Μαρτίου στις 9μμ, ο Constantine Skourlis επ...",2023-03-12T12:00:09-07:00
Magyar Nemzeti Levéltár Baranya Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-baranya-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-4,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-4,True,True,http://mnl.gov.hu/baml,YouTube,https://www.youtube.com/watch?v=b1yn_tHviiU,2026. 01. 07. Híradó,2026. 01. 07. Híradó,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",2026-01-07T10:00:52-08:00
Magyar Nemzeti Levéltár Baranya Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-baranya-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-4,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-4,True,True,http://mnl.gov.hu/baml,YouTube,https://www.youtube.com/embed/b1yn_tHviiU?si=8HqmogfY0018gjge&start=115,YouTube,YouTube,,
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://youtu.be/FbmUI6O6BKo,Város-uradalom-vár,Város-uradalom-vár,"""Város-uradalom-vár"": ezzel a címmel rendezett konferenciát a Békés Megyei Levéltár pénteken.A jeles előadók olyan témákat érintettek többek között a rendezv...",2014-09-19T09:42:53-07:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=PhtsKiU4cyQ,Az Orosházi Városi Televízió híradója - 2018. március 16.,Az Orosházi Városi Televízió híradója - 2018. március 16.,"Március 15. városi ünnepség • Vona Gábor és dr. Szabó Ervin utca fóruma • UNICEF-képzés • Kiegyezés, dualizmus, polgárosodás • Kossuth nap • Interaktív Körny...",2018-03-17T07:39:17-07:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=3gaBLZxQw2s,A protestánsok Békés megyei történetét mutatja be a levéltár új kiállítása,A protestánsok Békés megyei történetét mutatja be a levéltár új kiállítása,A reformáció emlékévének helyi záróeseményeként nyílt kiállítás a Békés Megyei Levéltár gyulai épületében péntek délelőtt. A tárlat a megye múzeumainak és gy...,2018-04-06T05:33:52-07:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,Facebook,https://www.facebook.com/csabatv/videos/2038207306459553/,"A gyulai vár ostromát mutatták be Gyulán a Mogyoróssy János Városi Könyvtárban. A találkozón a Város, uradalom, vár című tanulmányt is bemutatták, melyben eddig nem ismert történeteket tártak fel 1566-ból. | Csaba TV","A gyulai vár ostromát mutatták be Gyulán a Mogyoróssy János Városi Könyvtárban. A találkozón a Város, uradalom, vár című tanulmányt is bemutatták, melyben eddig nem ismert történeteket tártak fel 1566-ból. | Csaba TV","A gyulai vár ostromát mutatták be Gyulán a Mogyoróssy János Városi Könyvtárban. A találkozón a Város, uradalom, vár című tanulmányt is bemutatták, melyben eddig nem ismert történeteket tártak fel...",
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=AZ0Hmhv45Us,Békéscsaba 300 emléktestületi ülés: Harruckern János György munkássága és élettörténete,Békéscsaba 300 emléktestületi ülés: Harruckern János György munkássága és élettörténete,Harruckern János György munkássága és élettörténete volt a témája a Békéscsaba 300 emléktestület ülésének Békéscsabán a városháza dísztermében.,2018-10-01T01:02:20-07:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=TD5NTEPWe8g,Két gyulai szerző kötetét mutatták be,Két gyulai szerző kötetét mutatták be,Két gyulai szerző kötetének bemutatásával ünnepelték a magyar kultúrát kedd este a művelődési házban. Elek Tibor irodalomtörténész könyvében az erdélyi magya...,2018-01-24T07:33:56-08:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,Facebook,https://www.facebook.com/csabatv/videos/1956065674673717/,Bővülő történelem | Csaba TV,Bővülő történelem | Csaba TV,Bővülő történelem,
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=CrYk3errGQ8&feature=youtu.be,Gyulára egy héttel később jutott el a forradalom híre,Gyulára egy héttel később jutott el a forradalom híre,"A március 15-ei események pesti vonatkozásairól bőséges ismereteink vannak, de a régiónkban történtekről már jóval kevesebb. A levéltári kutatások szerint a ...",2016-03-09T06:28:58-08:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=vS48Oi0Eaxc,Bemutatták Szilágyi Adrienn új kötetét: Az uradalom elvesztése,Bemutatták Szilágyi Adrienn új kötetét: Az uradalom elvesztése,"Szilágyi Adrienn új kötete, Az uradalom elvesztése XIX. századi, Békés megyében élő nemesi családokat mutat be. Könyvében a szerző a megyei nemesség letelepe...",2018-12-05T05:42:12-08:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,Facebook,https://www.facebook.com/csabatv/videos/486923295120175/,"A Kutatók Éjszakája egy Európa-szerte megrendezett ingyenes eseménysorozat a tudomány és a kutatói életpálya népszerűsítésére. Idén először két napon át, szeptember 28-án és 29-én lehetett bepillantani a különböző tudományterületek titkaiba. | Csaba TV","A Kutatók Éjszakája egy Európa-szerte megrendezett ingyenes eseménysorozat a tudomány és a kutatói életpálya népszerűsítésére. Idén először két napon át, szeptember 28-án és 29-én lehetett bepillantani a különböző tudományterületek titkaiba. | Csaba TV","A Kutatók Éjszakája egy Európa-szerte megrendezett ingyenes eseménysorozat a tudomány és a kutatói életpálya népszerűsítésére. Idén először két napon át, szeptember 28-án és 29-én lehetett...",
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://www.youtube.com/watch?v=RM9Z5mdZvE8,Az egykori Igazságügyi Palota épülete is a Megyei Értéktárba került,Az egykori Igazságügyi Palota épülete is a Megyei Értéktárba került,"Csütörtökön, a Megyeházán mutatták be azt a 15 értéket, melyet a Békés Megyei Értéktár Bizottság legutóbbi ülésén fogadott el, ezzel a megye felvett értékein...",2018-12-14T07:14:36-08:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://youtu.be/yCUZ0CiWxjc,Kutyaszorítóban konferenciázott a levéltár,Kutyaszorítóban konferenciázott a levéltár,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",2013-09-13T06:47:30-07:00
Magyar Nemzeti Levéltár Békés Vármegyei Levéltára,magyar-nemzeti-lev-lt-r-b-k-s-v-rmegyei-lev-lt-ra,Hungary,Europe,HU-5,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HU-5,True,True,http://mnl.gov.hu/beml,YouTube,https://youtu.be/Ik_kvf7_kKA,Holokauszt konferencia Gyulán,Holokauszt konferencia Gyulán,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",2014-06-12T10:25:19-07:00
