institution,slug,country,continent,repository_code,archive_type,filmarchiv_austria_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_030Plo4bekVGvT4OQ8fUMh,Eröffnung der Ausstellung »Der ewige Jude« in der Nordwestbahnhalle,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Nach dem Ende des Ersten Weltkrieges und dem Wegfall der Kronländer Böhmen und Mähren verlor auch der Wiener Nordwestbahnhof rasch an Bedeutung. 1924 wurde der Personenverkehr eingestellt und ab 1927 beherbergte das imposante Empfangsgebäude die erste Kunstschnee-Skihalle der Welt. Nach der Machtübernahme der Nationalsozialisten in Österreich fungierte der Bahnhof als Schauplatz für NS-Parteiveranstaltungen. Adolf Hitler, Hermann Göring und Joseph Goebbels schwangen hier Propagandareden. Ab dem 2. August 1938 wurde in der Nordwestbahnhalle dann die berüchtigte Nazi-Ausstellung »Der ewige Jude« gezeigt. Bis 23. Oktober verzeichnete die in diesem Bericht der NS-konformen OSTMARK-WOCHENSCHAU vorgestellte antisemitische Schau über 350.000 Besucherinnen und Besucher. | título original: Wien: Eröffnung der Ausstellung ""Der ewige Jude"" (Ostmark Wochenschau 32a/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zVsvEgX7zm2Zxj8sJzT2,GESTERN & HEUTE. Wie die Nazis groß wurden,"Historische Filmdokumente; país: Österreich; ano: 1938; produção: NSDAP Reichspropagandaleitung, Hauptabteilung IV (Film) (Berlin)","Im Vorfeld der am 10. April 1938 abgehaltenen »Volksabstimmung« über den »Anschluss« Österreichs an NS-Deutschland entstand der Propagandafilm GESTERN UND HEUTE. Als Wahlwerbefilm konzipiert, sollten die Wohltaten nationalsozialistischer Politik und die damit verbundene Zeitenwende vorgeführt werden. Aus Not und Elend, so suggeriert der Film, wurde ein blühendes Land geschaffen. Im Mittelpunkt dieser nationalsozialistischen Aufstiegserzählung steht Adolf Hitler selbst. | título original: Gestern und heute | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 16-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zdKOJ2rIQD9B3braLaJq,Hitler in Nahaufnahme,Historische Filmdokumente; país: Österreich; ano: 1938,Wenige Tage nach dem Einmarsch der Hitler-Truppen in Österreich wurden auch die Bundesbahnen Teil der Deutschen Reichsbahn. Im Frühjahr 1938 konnte ein Filmamateur die Einfahrt eines Zuges mit Adolf Hitler im Bahnhof Saalfelden dokumentieren. Gönnerhaft grüßt der Führer vom Zugfenster aus das Publikum am Bahnsteig. Dabei gelangen dem privaten Filmer einige erstaunliche Nahaufnahmen. | título original: Hitler am Bahnhof in Saalfelden | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.,1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032kaLVHt4iJo7eix8ol0j,Hitler-Besuch in Graz vor der »Volksabstimmung«,Historische Filmdokumente; país: Österreich; ano: 1938,"Nach dem »Anschluss« lief die Propagandamaschinerie für die bevorstehende sogenannte »Volksabstimmung« am 10. April 1938 über die »Wiedervereinigung« Österreichs mit dem Deutschen Reich auf Hochtouren. Höhepunkt der Propaganda in der Steiermark war der Besuch Adolf Hitlers am 3. und 4. April 1938 in Graz. Nach seiner Ankunft am Bahnhof fuhr er im offenen Wagen über die Eggenbergstraße zur seit der Weltwirtschaftskrise 1929 leerstehenden Weitzer Waggonfabrik, wo er einen Wahlappell an die versammelte Menge richtete. Ein Amateurfilmer hielt diese Szenen auf dem damals noch sehr teuren Farbfilm fest. Während schon in den frühen Morgenstunden des 3. Aprils Tausende Menschen aus den steirischen Provinzen in die Hauptstadt strömten, verließen politische Gegner:innen die Stadt. | título original: Adolf Hitler besucht am 3./4. April 1938 die steirische Landeshauptstadt | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032axXoxFki4bs7msLduzL,Hitler-Einmarsch in St. Pölten,Historische Filmdokumente; país: Österreich; ano: 1938,"Filmamateure gelten heute als wichtige Chronisten der NS-Jahre. Ein eindrucksvoller Beleg dafür sind die aus nächster Nähe entstandenen Aufnahmen vom Hitler-Einmarsch in St. Pölten. Die im Stadtzentrum aufgenommenen Szenen zeigen die »Anschluss«-Begeisterung vor dem Hotel bzw. dem Stadtkino Pittner in der Kremser Gasse, die Fahrt der NS-Verbände über die Traisenbrücke und Hitler selbst in der offenen Limousine. Weitere Aufnahmen etwa vom reichlich beflaggten Hauptbahnhof und vom Rathausplatz entstanden einige Tage vor der sogenannten »Volksabstimmung« über den »Anschluss« Österreichs. Transparente werben unübersehbar für ein »Ja« zur de facto längst erfolgten Annektierung. | título original: Adolf Hitler in St. Pölten 1938 | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zVtEmhu8agKDKBGTnfRF,Hitlers »Wahlhelfer«,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Mit der sogenannten Volksabstimmung am 10. April 1938 wollte Adolf Hitler den »Anschluss« Österreichs an das Deutsche Reich im Nachhinein legitimieren. Die manipulierte Abstimmung endete mit dem vorhersehbaren Ergebnis von über 99 Prozent Zustimmung. Dieser Beitrag der OSTMARK-WOCHENSCHAU zeigt die extra aufgebotenen Schlepperdienste, die alte, kranke und gebrechliche Menschen zu den Wahllokalen brachten. Das Ergebnis der »Volksabstimmung« wurde dann in feierlichen Reden von Reichsstatthalter Arthur Seyß-Inquart und Gauleiter Josef Bürckel verkündet. | título original: Wahltag in Österreich (Ostmark 16a/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032rNnWVLx9g6fbO23LzBq,Landeck vor der »Volksabstimmung« in Farbe,Historische Filmdokumente; país: Österreich; ano: 1938,"Dieser in Farbe gedrehte Amateurfilm zeigt die Inszenierung der NS-Propaganda in der Tiroler Bezirkshauptstadt Landeck in den Tagen vor der »Volksabstimmung« über Österreichs »Anschluss« an Hitler-Deutschland. Mit diversen Aufmärschen und reichlicher Beflaggung beherrschen die NS-Sympathisanten den öffentlichen Raum. Das Ziel, bei der Abstimmung am 10. April 1938 eine möglichst hundertprozentige Zustimmung zu erreichen, wurde in Landeck nicht gänzlich erreicht; immerhin 19 Personen hielten dem Druck stand und stimmten gegen den »Anschluss«. | título original: Landeck vor der Volksabstimmung | categoria Filmarchiv ON: Historische Filmdokumente | fonte: Masterband, Sammlung Filmarchiv Austria | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zRvGnz5Yn00GwQLRRgeu,NS-Propaganda mit Gulaschkanonen,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Schon kurz nach dem »Anschluss« organisierten die Nationalsozialisten im Frühjahr 1938 Ausspeisungen für die Wiener Bevölkerung und inszenierten diese öffentlichkeitswirksam. In den Tagen vor der »Volksabstimmung« über den Anschluss Österreichs an Hitler-Deutschland wurde der »Hilfszug Bayern« aufgeboten; vor allem die Arbeiterschaft sollte mit dieser beliebten Propaganda-Maßnahme für das neue Regime gewonnen werden. Der Beitrag der OSTMARK-WOCHENSCHAU dokumentiert, wie die Wiener Bevölkerung im Frühjahr 1938 vor einer Gulaschkanone Schlange steht. | título original: Ausspeisung in Elendsquartier (Ostmark Wochenschau 14b/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zVt8xSBwl3pd5dKd8vVK,NS-Spektakel vor der »Volksabstimmung«,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"In den Tagen vor der sogenannten Volksabstimmung am 10. April 1938 über Österreichs »Anschluss« an Hitler-Deutschland erreichte die Propaganda-Offensive der Nationalsozialisten einen Höhepunkt. Mit einer pompösen Veranstaltung wurde am 9. April 1938 in Wien der »Tag des Großdeutschen Reichs« ausgerufen. Menschenmassen säumten den Weg Hitlers, der im offenen Wagen durch die Stadt fuhr und sich dann gemeinsam mit Joseph Goebbels in einer pathetischen Rede an das Volk wandte. | título original: Der Tag des Großdeutschen Reiches (Ostmark Wochenschau 16b/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032kaEG21AqZWy0CrIWQf6,Niederbrennung des Anhaltelagers in Wöllersdorf,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Im 1933 errichteten Anhaltelager Wöllersdorf wurden politische Gegner des Austrofaschismus, darunter illegale Nationalsozialisten, interniert. Die Zahl der Inhaftierten stieg im Zuge der Februarkämpfe 1934 und erreichte im Oktober dieses Jahres mit 5000 Insassen einen Höchststand. Unter den Gefangenen befanden sich auch zahlreiche Schutzbündler und sozialdemokratische Funktionäre. Nach dem zwischen dem österreichischen Bundeskanzler Kurt Schuschnigg und Adolf Hitler vereinbarten Berchtesgadener Abkommen wurde das Lager Wöllersdorf geschlossen. Die von den Nationalsozialisten feierlich inszenierte Niederbrennung des Internierungslagers am 2. April 1938 diente der NS-Propaganda und sollte ein Vergeltungsakt für die hier inhaftierten Nationalsozialisten sein. Heute erinnert ein 1973 errichtetes Mahnmal an das Anhaltelager Wöllersdorf. | título original: Wöllersdorf in Flammen (Ostmark Wochenschau 15b 1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zXcJtlYUSVGe6rWjEteb,Salzburg nach dem »Anschluss«,Historische Filmdokumente; país: Österreich; ano: 1938,"Dieser Amateurfilm zeigt die hektische Betriebsamkeit der Stadt Salzburg kurz nach dem »Anschluss« 1938. Der zunächst touristisch anmutende Film brilliert mit intensiven Aufnahmen vom Straßenleben der Altstadt. Dazu wurde die Kamera mitten im Verkehrsgeschehen postiert. Amateurfilme waren in der NS-Zeit de facto die einzigen Quellen, die unverstellte und authentische Blicke auf das Alltagsleben dokumentierten. | título original: Gruss aus Salzburg | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 9,5-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2023 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zVt1ZFAhXa4vSZMcVlqO,Spatenstich für die »Hitler-Autobahn«,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,Der Bau der Westautobahn von Salzburg nach Wien war eines der großen Prestigeprojekte des NS-Regimes. Am 7. April 1938 nahm Adolf Hitler am Walserberg persönlich den Spatenstich vor. Die ersten Teilstücke bei Salzburg wurden bereits am 13. September 1938 eröffnet. Nach dem Ausbruch des Zweiten Weltkriegs stockte der weitere Ausbau und 1942 kamen die vor allem von Zwangsarbeitern durchgeführten Arbeiten endgültig zum Erliegen. Erst 1955 wurde der Bau der Westautobahn fortgesetzt; mit dem letzten Lückenschluss bei Amstetten erfolgte die Fertigstellung am 12. Mai 1967. | título original: Die Ostmarkfahrt des Führers (Ostmark Wochenschau 16a/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.,1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zRvqgjRArbZAY57OCV5r,Triumph: Das »Anschluss- Länderspiel« Österreich – Deutschland,Historische Filmdokumente; país: Österreich; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Kurz nach dem »Anschluss« traf Österreichs Fußballnationalmannschaft am 3. April 1938 im Wiener Praterstadion auf Deutschland. Es sollte ein Versöhnungsmatch werden, denn kurz nach diesem Spiel wurde das österreichische Nationalteam, das sich schon für die WM in Frankreich qualifiziert hatte, aufgelöst. In seinem letzten Länderspieleinsatz ist der legendäre Wunderteam-Stürmer Matthias Sindelar zu sehen. Als Kapitän der österreichischen Elf ordnete Sindelar an, in rotweißroten Dressen aufzulaufen. Auch sein provakanter Freudentanz vor der NS-Ehrentribüne nach seinem Führungstreffer galt als subtile Geste des Widerstands. Die Österreicher dominierten das Spiel und feierten mit einem 2:0-Sie einen symbolischen Triumph über Deutschland. | título original: Der erste große Fußballkampf im neuen Oesterreich (Ostmark-Wochenschau 17a/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zBz5oaT3mujArBpvt9Zb,Unbekannte »Anschluss«-Aufnahmen. Amateurfilme vom März 1938,Historische Filmdokumente; país: Österreich; ano: 1938,"In der Nacht vom 11. auf den 12. März 1938 erfolgte der sogenannte Anschluss, die Annexion Österreichs an Hitler-Deutschland. Neben den offiziellen Propagandaberichten dokumentieren einige erst kürzlich entdeckte Amateurfilme die Tage rund um den »Anschluss«. Im Rahmen von großen Bundesländer-Suchaufrufen konnte das Filmarchiv Austria einige bedeutende Privatfilmaufnahmen zu den Ereignissen des März 1938 sammeln. Die hier nun erstmals veröffentlichten Aufnahmen zeigen bisher unbekannte »private Blicke« auf diese historische Zäsur. | título original: In Erwartung des Führers, Farbaufnahmen der Militärparade am 15.3. 1938, Aufnahmen Hitlers am Heldenplatz, Parade März 1938 | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 8-mm-Positiv und 9,5-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zRvbkIM5nFHyvhZwgm9s,Wahlwerbung in der Hitler- Diktatur,Historische Filmdokumente; país: Deutschland; ano: 1938,"Um den »Anschluss« Österreichs an NS-Deutschland nachträglich zu legitimieren, wurde eine »Volksabstimmung« organisiert. Eine entscheidende Bedeutung für die Durchführung dieser gesteuerten Wahl kam dabei der Filmpropaganda zu. Dieser »Wahlwerbefilm« zeigt, mit welchen manipulativen Methoden man vorging. So erklärte der Kommentator einer unbedarft wirkenden Frau, dass der Stimmzettel nur dann gültig wäre, wenn sie das mit dem großen Kreis versehene »Ja« ankreuze. | título original: Ein Volk, ein Reich, ein Führer | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Nitropositiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zxpEeiyDMtunkRd5x6qI,Waldviertel – Die Heimat des »Führers«,Historische Filmdokumente; país: Deutschland; ano: 1938; produção: Selenophon Licht- und Tonfilm GmbH,"Dieser Beitrag der nationalsozialistischen OSTMARK-WOCHENSCHAU huldigt der »Vaterheimat« des Führers. Alois Hitler wurde 1837 im Waldviertler Ort Strones als Alois Schicklgruber geboren. Die Namensänderung erfolgte erst 1876. 1938 begannen die Nationalsozialisten in dieser Region mit der Einrichtung des Truppenübungsplatzes Döllersheim. Bis 1941 wurden 6.800 Menschen aus 42 Ortschaften ausgesiedelt. Auf Befehl Hitlers blieben diese Geisterdörfer – wohl im Hinblick auf die familiären Wurzeln – zunächst unversehrt. Bis heute betreibt das Österreichische Bundesheer auf dem Areal den Truppenübungsplatz Allentsteig. | título original: Die Vaterheimat des Führers (Ostmark Wochenschau 20b/1938) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032k0dEy7iUjVaKPvD1znb,Wiener Neustadt nach dem »Anschluss«,Historische Filmdokumente; país: Österreich; ano: 1938,"Im Vorfeld der für den 10. April 1938 angesetzten sogenannten Volksabstimmung über den »Anschluss« Österreichs an das Deutsche Reich unternahmen die Nationalsozialisten auch in Wiener Neustadt massive propagandistische Anstrengungen zur Erzielung einer möglichst hohen Zustimmung. Bereits am 28. März 1938 war der Oberbefehlshaber der deutschen Luftwaffe Hermann Göring nach Wiener Neustadt gekommen. Am 2. April 1938 traf der Gauleiter der Hamburger NSDAP, Reichsstatthalter Karl Kaufmann, in der Bezirkshauptstadt ein und hielt am Theresienplatz eine Rede. Diese Großveranstaltung nahm mit Aufmärschen am Hauptplatz ihren Anfang. Ein Amateurfilmer dokumentierte die Tage des Umbruchs in Wiener Neustadt mit einer 9,5-Millimeter-Schmalfilmkamera, die Insignien der neuen Machthaber sind im Straßenbild unübersehbar. | título original: Wiener Neustadt 1938 | categoria Filmarchiv ON: Historische Filmdokumente | fonte: File vom Masterband, Sammlung Filmarchiv Austria | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zRvR2xIwxNxSMwRsrKQt,"Wort und Tat: NS-Promotion für die »Volksabstimmung«,","Historische Filmdokumente; país: Deutschland; ano: 1938; direção: Gustav Ucicky, Fritz Hippler; produção: Deutsche Filmherstellungs- und Verwertungs-GmbH (DFG)","Im März 1938 kommt es zum sogenannten Anschluss Österreichs an Hitler-Deutschland. Um diese Besetzung im Nachhinein rechtfertigen zu können, setzte das NS-Regime für den 10. April 1938 eine »Volksabstimmung« an. Es folgte eine Welle nationalsozialistischer Propaganda, um Werbung für diese massiv beeinflusste Abstimmung zu machen. Der zu diesem Zweck von Gustav Ucicky und Fritz Hippler gestaltete Wahlwerbefilm sollte die Errungenschaften der Nationalsozialisten zeigen. Die stark manipulierte »Volksabstimmung« endete schließlich mit über 99 Prozent »Ja«-Stimmen. | título original: Wort und Tat | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Negativ, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zBxjC2zwfgMRZhAekj72,»Bis in den Tod! Rot-Weiß-Rot!«,Historische Filmdokumente; país: Österreich; ano: 1938,"Am 12. Februar 1938 zitierte Adolf Hitler den österreichischen Bundeskanzler Kurt Schuschnigg nach Berchtesgaden in seine Residenz. Dort wurden Maßnahmen zur Begünstigung des Nationalsozialismus in Österreich, unter anderem die Ernennung des Nationalsozialisten Arthur Seyß-Inquart zum österreichischen Innenminister, vereinbart. Die Ständestaat-Regierung Schuschniggs stand nun mit dem Rücken zur Wand. Am 24. Februar 1938 forderte Bundeskanzler Schuschnigg vor dem Bundesrat in seiner berühmten Rede die Unabhängigkeit Österreichs, gipfelnd im Ausruf: »Bis in den Tod! Rot-Weiß-Rot!«. Noch am 9. März 1938 kündigte Schuschnigg bei einer Rede in Innsbruck eine Volkbefragung für den 13. März an. Dieser kam Hitler dann mit dem Einmarsch in Österreich am 12. März 1938 zuvor. | título original: Die grosse Rede des Bundeskanzlers vor dem Bundestag | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Nitropositiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zBxbQZxdLkZYgyUFPuck,Österreich vor dem »Anschluss«,Historische Filmdokumente; país: Österreich; ano: 1938; direção: Karl von Zieglmayer; produção: Selenophon Licht- und Tonfilm GmbH,"Anfang 1938 erhöhte Adolf Hitler den Druck auf Österreich mit dem Ziel, den »Anschluss« an Nazi-Deutschland zu erzwingen. In dieser brisanten Lage brachte die Vaterländische Front einen Propagandafilm heraus, der in einem Rückblick die Leistungen des autoritären Ständestaats in Erinnerung rufen sollte. Der Film spannt einen Bogen von der Ermordung von Engelbert Dollfuß am 25. Juli 1934 bis zu einer flammenden Rede von Bundeskanzler Kurt Schuschnigg, der nochmals den österreichischen Patriotismus beschwor. | título original: Die Vaterländische Front | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Nitropositiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1938
