institution,slug,country,continent,repository_code,archive_type,estonian_film_archive_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/Cx9yqxrDej9,Tartu Aparaadiehituse Tehases,Newsreel; Valeria Anderson,"Tartu Aparaadiehituse Tehase tootmistsehhis annab peainsener Udo-Rein Okk nõu töömehele. Töötajad aparaate kokku monteerimas. Tehase konstruktorid vaatavad läbi uue, tootmisse antava seadme tööjooniseid. | 1460-3 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4663&q=1460&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/FHcgIaGsAP9,Tartu Ehitusmaterjalide Tehases,Newsreel; Reet Kasesalu,"Tööprotsess tehase uues valutsehhis, torude tootmine. Tartu Ehitusmaterjalide Tehase välisvaade ja vastselt käikulastud valutsehh. Moodsad seadmed töötavad uue tehnoloogia järgi. Töötajad tootmisprotsessis. | 1472-2 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4675&q=1472&i=f&l=# | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/cJ0JAQnc34F,Tartu Metsakombinaadis,Newsreel; Valeria Anderson,"Töö Tartu metsakombinaadi uues puitlaastplaatide tsehhis. Eestis on selline tootmistsehh esimene. Kodumaised automaatseadmed purustavad puidu, pressivad puidumassist plaadi, lõikavad õigesse suurusesse, virnastavad plaadid. | 1480-3 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4683&q=1480&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/bM-65SxrJgU,Tartu Näidissovhoos,Newsreel; Reet Kasesalu,Tartu Näidissovhoosis on võetud kasutusele fototelegraaf. | 1586-1 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4789&q=1586&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/fW6HOcElxm8,Teenindusbuss,Newsreel; Valeria Anderson,Tartu autoremonditehases valminud esimene teenindusbuss teenindab inimesi kolhoosis Rahva Võit. 1964. aastast hakatakse Tartus valmistama liikuvaid juuksuri- ja kingsepatöökodasid ja muid eriotstarbelisi teenindussõidukeid. Tartu autoremonditehases valminud teenindusbuss seisab kolhoosikeskuses. | 1474-5 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4677&q=1474&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/Ul6b5XkGzeS,Tehases Punane RET,Newsreel; Semjon Školnikov,"Punase RETi uues hoones toimub ka tootmine uutmoodi - automatiseeritult. Töötab tsinkimise automaatliin, detailid liiguvad tsinkimisvannidesse programmseadme abil. Juhtimispuldi juures konstruktor Ants Võrk ja tema abi. | 1491-1 | tipo de filme: Newsreel | direção: Semjon Školnikov | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4694&q=1491&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/exfCVlEps9T,Tehases Volta,Newsreel; Reet Kasesalu,"Tehase Volta eksperimentaaltsehhis kasutatakse kokillvalu tehnoloogiat. Töö tsehhis, valmivad elektrimootorid. Standardmõõtmetega mootorite tootmiseks monteeritakse Voltas uut vooluliini, mis on valmistatud Ungaris Csepeli metallurgia ja masinaehituse kombinaadis. | 1493-2 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4696&q=1493&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/AQWfYqBi1IC,The Last Chimney-Sweep,Animated film; Puppet animation; Elbert Tuganov,"This is a humorous story about a chimney-sweep who happened to stay without work, because the smoke disappeared from the town; he had to find a new job. He started to put up the TV antennas to the roofs. | tipo de filme: Animated film | gênero: Puppet animation | direção: Elbert Tuganov | ano: 1964 | duração: 10:41 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 1.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=10043&q=Viimane+korstnap%C3%BChkija&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/7169 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/pcggh8oCxaD,The Misadventures of the New Satan,Feature film; Historical; Drama; Grigori Kromanov; Jüri Müür,"When going to live on Earth as a human being, the Satan believes that through hard work and submissiveness it is possible to become blessed one day. His neigbour, a cunning guy Ants, laughs at the Satan's plans since these do not disturb Ants' life. He gives the Satan good advice with managing his farm named Põrgupõhja (Hell's Bottom), even if this help will cost a lot for the Satan and his family. Despite that, the Satan remains patient and keeps his faith to achieve his goal - until the day when Ants discovers that the Satan won't be of any use for him. | Based on the novel ""The Misadventures of the New Satan"" by A.H.Tammsaare. | tipo de filme: Feature film | gênero: Historical, Drama | direção: Grigori Kromanov, Jüri Müür | ano: 1964 | duração: 01:33:59 | regime Arkaader: acesso pago ou por ingresso | preço declarado: 3.60 EUR | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=5034&q=P%C3%B5rgup%C3%B5hja+uus+Vanapagan&i=f&l=; Eesti filmi andmebaas: https://www.efis.ee/et/filmiliigid/film/id/748 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/gG0abUQFU8Y,Tootsi Turbakombinaadi kasvuhooned,Newsreel; Valeria Anderson,Tootsis kasvavad kasvuhoonetes kurgid ja küpseks on saanud viinamarjad. Kasvuhoonete kütmiseks kasutatakse Tootsis energiajääke. | 1474-1 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4677&q=1474&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/vK0KJp1Vhwj,Tootsi Turbakombinaadis,Newsreel; Valeria Anderson,"Tootsi Turvakombinaadi Ulila tsehhis on käsil uudse isolatsioonimaterjali, turbaplaatide katsepartii valmistamine. Masin sõtkub turvast, pressi alt võetakse turbaplaat ning naised lükkavad pressitud turbaplaadid ahju. | 1460-5 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4663&q=1460&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/nRTevgW6R7Q,Traktoristide võistlus,Newsreel; Valeria Anderson,"Traktoristide võistlus maisi vaheltharimises Saku sovhoosis.Osalevad traktoristid Saku, Sommerlingi, Keila ja Saue sovhoosist ning Arengu kolhoosist. | 1479-2 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4682&q=1479&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/0CmrnXqk40P,Täitke liikluseeskirju!,Newsreel; Reet Kasesalu,"Kriitiline pala liikluseeskirjade eiramisest ja selle tagajärgedest. Liikluskuulekate juhtide kõrval on liikluses ka uljaid kihutajaid. Grupp mootorrattureid on möödasõitu tegemas. Tõnu Starkopf on oma rattaga eessõitjale sisse sõitnud ning katkine mootorratas seisab külili teel. Inspektor koostab akti. Kiirabi kiirustab õnnetuspaigale. Haiglapalatis on noored mehed kipslahastes. Trammiteel on mootoratta rusud, sündmuspaigas uudishimulik rahvas. Näidatakse selle rattaga sõitnud Jüri Tallo surmakuulutust ajalehes ja värsket hauda. Traagiliselt on lõppenud kihutamine ka teistele: Toivo Kaaristo, Lembit Linnamäe ja Arne Taganõmme hauad. | Nõukogude Eesti nr 29 | tipo de filme: Newsreel | direção: Reet Kasesalu | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/film/view?id=4691&q=1488 | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/XZgP2YIjtGP,Tõravere observatooriumis,Newsreel; Valeria Anderson,"Öine taevavaatlus teleskoobiga Tõravere observatooriumis. Kaadrid kunstnik Lagle Israeli taevakaardi motiividel loodud mosaiigist ""Eestlaste muistne tähistaevas"", mis asub Tartu observatooriumi teise korruse fuajees. | Nõukogude Eesti nr 20 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4682&q=1479&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9z0jg2MeDWT,Tõuloomade näitus,Newsreel; Valeria Anderson,"Traditsiooniline Tori tõuloomade näitus meelitas 23. augustil kohale ligi kümme tuhat külastajat. Näitusel Tori näidissovhoosi, Vändra katsejaama ja teiste Pärnu rajooni majandite tõuloomad. | 1487-3 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4690&q=1487&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/kCebMNsAwfL,Tšehhoslovakkia kunstinäitus,Newsreel; Valeria Anderson,Tšehhoslovakkia rahvakunsti näitus Tallinna Kunstihoones. Rahvusliku tarbekunsti näituse maskotiks olev nukk Janiček rändab väikese poisi käest näituse ajaks teiste nukkude juurde vitriini. Kunstihoones on eksponeeritud kuulus 400-aastase traditsiooniga rahvuslik pits. Valik keraamilisi figuure ja tarbeesemeid. | 1480-5 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4683&q=1480&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/5MoqSrJOm7Y,Ujumisvõistlused Georg Otsa rändkarikale,Newsreel; Valeria Anderson,Võrus toimuvad võistlused üle Tamula järve ujumises. 1939. aastal tuli üle Tamula järve ujumises võitjaks üheksateistaastane Georg Ots. Nüüd võisteldakse Georg Otsa välja pandud rändauhinnale. Stardis on vabariigi pikamaaujujate paremik. | 1481-5 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4684&q=1481&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/_ZS0a_tHsLj,Ungari moedemonstratsioon,Newsreel; Ülo Tambek,Moedemonstratsioonil tutvustab Ungari firma Modex oma toodangut. Instrumentaalansambli pillimehed teevad taustamuusikat. Tutvustatakse 120 rõivamudelit. | 1476-4 | tipo de filme: Newsreel | direção: Ülo Tambek | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4679&q=1476&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/2J_L_UsR4bd,V. Kingissepa nim Tallinna Tselluloosi- ja Paberikombinaadis,Newsreel; Aleksandr Mandrõkin,Tööprotsess Tallinna Tselluloosi- ja Paberikombinaadi uues paberipuude järkamise ja koorimise tsehhis. | 1484-3 | tipo de filme: Newsreel | direção: Aleksandr Mandrõkin | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4687&q=1484&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/z-ucDXLk03A,Vahtkummi tootmine,Newsreel; Vladimir Parvel,Tööprotsess kummitoodete vabriku Tegur uues vahtkummitsehhis. Teguri tsehhis vahustatakse Indoneesiast toodud lateks koos mitmesuguste lisanditega ja valatakse vormi. Teguri uus tsehh on kui keemikute katsepõld. | 1466-6 | tipo de filme: Newsreel | direção: Vladimir Parvel | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4669&q=1466&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/RlRnxxsgmO0,Valga ja Valka,Newsreel; Valeria Anderson,"Tutvumine Valga ja Valka linnade sõpruse, majandusliku koostöö ja perekondlike sidemetega. Eesti ja Läti kunagine piiritüli, vanad fotod piiritõketest. | 1479-3 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4682&q=1479&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/FmFMERNTMGt,Valga Õmblusvabrik,Newsreel; Aleksandr Mandrõkin,"Konveierliinide sisseseadmine Valga õmblusvabrikus. Valga õmblusvabrikus toimub ümberehitus - paigaldatakse konveierliine. Töö tsehhis: õmblemine, juurdelõikus, pressimine ja auruga töötlemine. Valminud mantel varustatakse etiketiga. Õmblejad teevad tsehhi vahekäigus tootmisvõimlemist. Vabriku toodangu demonstratsioon. | 1465-3 | tipo de filme: Newsreel | direção: Aleksandr Mandrõkin | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4668&q=1465&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/6gH4OgSM5AC,Vanda Juhansoo muinasjutumaa,Newsreel; Valeria Anderson,"Metsas asub omanäoline ja veidi salapärane maja, mis on ümbritsetud aiaga. See on Valgemetsa muinasjutumaja, kus on põimunud ajalugu ja fantaasia, saja-aastane eesti saun ning perenaise kunsti- ja ilumeel. Selle aia on rajanud ning fantastilised figuurid puusse lõiganud endine joonistamisõpetaja Vanda Juhansoo. | 1481-6 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4684&q=1481&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/XHTilD8OMxe,Viadukti ehitus,Newsreel; Ülo Tambek,"Tartu maantee viadukti ehitustööd Tallinnas. Autode pikk järjekord ootab kahelpool raudteeülesõitu kaubarongi möödumist. Ehitusmehed kõhutavad rohul, peetakse söögi- ja suitsupause. Kuigi kõik pidavat edenema graafiku kohaselt, ei taha viadukti ehitamise eest vastutajad kaadrisse vaadata. | 1476-6 | tipo de filme: Newsreel | direção: Ülo Tambek | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4679&q=1476&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/9wYkS8xND9n,Viljalõikus,Newsreel; Aleksandr Mandrõkin,"Viljakoristus Võru rajooni Misso sovhoosis. Misso sovhoosi direktor Agu Kööp ja kombainer Voldemar Käosaar peavad põllul aru, kuidas kiirel perioodil saaks rohkem masinaid rakendada. | 1486-5 | tipo de filme: Newsreel | direção: Aleksandr Mandrõkin | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4689&q=1486&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/iqAQXBUqSaW,Vitamiinide tootmise uus meetod,Newsreel; Valeria Anderson,Eesti NSV Teaduste Akadeemia Keemia Instituudi orgaanilise sünteesi sektori juhataja keemiakandidaat Koit Läätse juhendamisel tehtud uurimistööde tulemusena töötati välja terpenoidide kompleksse sünteesi meetod. Meetod võimaldab toota vitamiine naftasaadusest isopreenist ja seda 20 korda odavamalt looduslikest lähteainetest. Koit Lääts töötab koos ehitajatega katsebaasis monteeritavate katseseadmete juures. Laboratooriumis saadud tulemused lubavad katseseadmetega tootmist alustada valmivas TA Männiku tehnilises katsebaasis. | Nõukogude Eesti nr 10 | tipo de filme: Newsreel | direção: Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/DXw98Jc6ozO,Võimlemise eksperimentaalklass,Newsreel; Reet Kasesalu; Valeria Anderson,"Tallinna 21. Keskkoolis on eksperimentaalklassis kehalise kasvatuse tundide arv viidud nädalas kuue korrani. Tallinna Pedagoogilise Instituudi spordifüsioloogia laboratooriumis uuritakse meditsiinikandidaat Olaf Imeliku juhendamisel nende õpilaste füüsilist arengut. | 1462-3 | tipo de filme: Newsreel | direção: Reet Kasesalu, Valeria Anderson | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4665&q=1462&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.",1964
Film Archive of the National Archives of Estonia,film-archive-of-the-national-archives-of-estonia,Estonia,Europe,EE-RA-EFA,National film archive with public audiovisual streaming catalogue,https://www.ra.ee/en/film-photo-audio/film/,True,True,https://arkaader.ee/landing/br/rHczO7kKnl/pbOiQfMOLr,Arkaader,https://arkaader.ee/landing/bc/rHczO7kKnl/C3KmKGYGXpd,Võistlevad tuletõrjujad 1964,Newsreel; Aleksandr Mandrõkin,22.-23. augustil 1964 peetakse Tallinnas Dünamo staadionil esimesed ENSV meistrivõistlused tuletõrjespordis. Stardib 120 paremat ja osavamat tuletõrjujat. | Nõukogude Eesti nr 27 | tipo de filme: Newsreel | direção: Aleksandr Mandrõkin | ano: 1964 | regime Arkaader: acesso público gratuito | referências externas: Meediateek: https://www.meediateek.ee/auvik/view?id=4689&q=1486&i=f&l= | transmissão pública detectada pela API /api/broadcasts do Arkaader; mídia não baixada.,1964
