institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
"Beveren, gemeentearchief",beveren-gemeentearchief,Belgium,Europe,BE-799548,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-799548,,http://www.beveren.be/themas/433/default.aspx?_vs=0_N&id=1560,True,True
Biljarclub BC De Deken te Ekeren,biljarclub-bc-de-deken-te-ekeren,Belgium,Europe,BE-598966,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-598966,,http://www.bcdedeken.be/,True,True
Broers Theo,broers-theo,Belgium,Europe,BE-411251,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-411251,Private persons and family archives,,False,True
"Brugge, stadsarchief",brugge-stadsarchief,Belgium,Europe,BE-674353,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-674353,,http://www.brugge.be,True,True
Buurtwerking Groot Redingenhof Leuven VZW,buurtwerking-groot-redingenhof-leuven-vzw,Belgium,Europe,BE-191244,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-191244,Private persons and family archives,,False,True
Centrum voor Streekgeschiedenis Stad Zottegem CVS Zottegem,centrum-voor-streekgeschiedenis-stad-zottegem-cvs-zottegem,Belgium,Europe,BE-296019,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-296019,,http://www.zottegem.be/erfgoed-en-musea/centrum-voor-streekgeschiedenis.aspx,True,True
De Klomp De Klinge VZW te Sint-Gillis-Waas,de-klomp-de-klinge-vzw-te-sint-gillis-waas,Belgium,Europe,BE-683035,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-683035,Private persons and family archives,,False,True
"Duffel, gemeentearchief",duffel-gemeentearchief,Belgium,Europe,BE-553002,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-553002,,http://www.duffel.be,True,True
European Savings Bank Group,european-savings-bank-group,Belgium,Europe,BE-761897,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-761897,,,False,True
Familiekunde Vlaanderen - Documentatie- en Studiecentrum voor Familiegeschiedenis te Merksem,familiekunde-vlaanderen-documentatie-en-studiecentrum-voor-familiegeschiedenis-te-merksem,Belgium,Europe,BE-739769,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-739769,,http://www.vvfnationaalcentrum.be/,True,True
Familiekunde Vlaanderen - Regio Westkust VZW,familiekunde-vlaanderen-regio-westkust-vzw,Belgium,Europe,BE-169111,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-169111,,http://www.familiekunde-westkust.be/,True,True
Figurentheater Propop te Turnhout,figurentheater-propop-te-turnhout,Belgium,Europe,BE-699707,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-699707,,http://www.propop.be/,True,True
Fotomuseum te Antwerpen,fotomuseum-te-antwerpen,Belgium,Europe,BE-118815,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-118815,,http://www.fotomuseum.be,True,True
"Gent, stadsarchief",gent-stadsarchief,Belgium,Europe,BE-645936,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-645936,,https://www.beeldbankgent.be,True,True
Geschied- en heemkundige kring Kinrooi VZW,geschied-en-heemkundige-kring-kinrooi-vzw,Belgium,Europe,BE-881086,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-881086,,http://www.heemkringkinrooi.net/,True,True
Guido Gezelle Archief van de Openbare Bibliotheek Brugge,guido-gezelle-archief-van-de-openbare-bibliotheek-brugge,Belgium,Europe,BE-188349,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-188349,,http://www.gezelle.be,True,True
Heemkring Hoghescote VZW te Kapellen,heemkring-hoghescote-vzw-te-kapellen,Belgium,Europe,BE-191408,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-191408,,http://www.heemkring-hoghescote.be/,True,True
Heemkring Opwijk-Mazenzele te Opwijk,heemkring-opwijk-mazenzele-te-opwijk,Belgium,Europe,BE-214427,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-214427,,http://www.heemkringopwijk.be,True,True
Heemkunde Vlaanderen VZW - Huis De Zalm te Mechelen,heemkunde-vlaanderen-vzw-huis-de-zalm-te-mechelen,Belgium,Europe,BE-909973,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-909973,,http://www.heemkunde-vlaanderen.be,True,True
Heemkundig Museum Tempelhof te Beerse,heemkundig-museum-tempelhof-te-beerse,Belgium,Europe,BE-157519,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-157519,,http://www.devlierbes.be,True,True
Heemkundige Kring De Kaeck te Wommelgem,heemkundige-kring-de-kaeck-te-wommelgem,Belgium,Europe,BE-648616,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-648616,,,False,True
Heemkundige Kring De Poemp te Nijlen,heemkundige-kring-de-poemp-te-nijlen,Belgium,Europe,BE-646149,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-646149,,http://www.depoemp.be,True,True
Heemkundige Kring Kasterlee-Lichtaart-Tielen VZW,heemkundige-kring-kasterlee-lichtaart-tielen-vzw,Belgium,Europe,BE-750489,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-750489,,http://heemkring.kasterlee.be,True,True
Heemkundige Kring Moorslede,heemkundige-kring-moorslede,Belgium,Europe,BE-337637,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-337637,,http://www.heemkringmoorslede.be/,True,True
"Herentals, stadsarchief",herentals-stadsarchief,Belgium,Europe,BE-00000028548,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-00000028548,,http://www.herentals.be,True,True
Het Firmament te Mechelen,het-firmament-te-mechelen,Belgium,Europe,BE-771678,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-771678,,http://www.hetfirmament.be,True,True
"Ieper, stadarchief",ieper-stadarchief,Belgium,Europe,BE-134281,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-134281,,http://www.ieper.be,True,True
Jenevermuseum te Hasselt,jenevermuseum-te-hasselt,Belgium,Europe,BE-076993,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-076993,,http://www.jenevermuseum.be,True,True
Jozef van Rompay-Davidsfonds-Genootschap VZW te Onze-Lieve-Vrouw-Waver,jozef-van-rompay-davidsfonds-genootschap-vzw-te-onze-lieve-vrouw-waver,Belgium,Europe,BE-565700,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-565700,,http://users.telenet.be/DFOLVWAVER/genootschap.html,True,True
K. Stade Leuven T.C.,k-stade-leuven-t-c,Belgium,Europe,BE-001250,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-001250,Private persons and family archives,,False,True
Keukeleire Ides,keukeleire-ides,Belgium,Europe,BE-474256,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-474256,Private persons and family archives,,False,True
Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,Belgium,Europe,BE-TEN00,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-TEN00,University and research archives,https://archives.africamuseum.be/,True,True
"Koninklijke Belgische Korfbalbond, Vlaamse Liga KBKB",koninklijke-belgische-korfbalbond-vlaamse-liga-kbkb,Belgium,Europe,BE-816330,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-816330,,http://www.korfbal.be,True,True
Koninklijke Karabijnschuttersgilde Sint-Jan teThiewinkel (Lummen),koninklijke-karabijnschuttersgilde-sint-jan-tethiewinkel-lummen,Belgium,Europe,BE-135110,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-135110,Private persons and family archives,,False,True
Koninklijke Oudheidkundige Kring van het Land van Waas,koninklijke-oudheidkundige-kring-van-het-land-van-waas,Belgium,Europe,BE-414904,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-414904,,http://www.kokw.be/,True,True
Koninklijke Postzegelkring - Studiekring Wereldoorlog I en II te Overijse,koninklijke-postzegelkring-studiekring-wereldoorlog-i-en-ii-te-overijse,Belgium,Europe,BE-273668,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-273668,Private persons and family archives,,False,True
Koninklijke Sint-Sebastiaansgilde te Merksplas,koninklijke-sint-sebastiaansgilde-te-merksplas,Belgium,Europe,BE-383665,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-383665,Private persons and family archives,,False,True
Liberas - Centrum voor de geschiedenis van het vrije denken en handelen,liberas-centrum-voor-de-geschiedenis-van-het-vrije-denken-en-handelen,Belgium,Europe,BE-A4009,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A4009,Private persons and family archives,https://www.liberas.eu,True,True
"Lokeren, stadsarchief",lokeren-stadsarchief,Belgium,Europe,BE-038490,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-038490,,,False,True
MATRIX - New Music Centre te Leuven,matrix-new-music-centre-te-leuven,Belgium,Europe,BE-206481,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-206481,,http://www.matrix-new-music.be/,True,True
"Mechelen, stadsarchief",mechelen-stadsarchief,Belgium,Europe,BE-896772,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-896772,,http://www.stadsarchiefmechelen.be,True,True
Modemuseum te Antwerpen,modemuseum-te-antwerpen,Belgium,Europe,BE-549634,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-549634,,http://www.momu.be,True,True
Museum Mayer van den Bergh te Antwerpen,museum-mayer-van-den-bergh-te-antwerpen,Belgium,Europe,BE-993930,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-993930,,http://www.museummayervandenbergh.be/men.net,True,True
"Oostende, stadsarchief",oostende-stadsarchief,Belgium,Europe,BE-608530,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-608530,,http://www.oostende.be/Archief/1600/default.aspx?id=599,True,True
Openbare Bibliotheek Brugge,openbare-bibliotheek-brugge,Belgium,Europe,BE-929659,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-929659,,http://www.brugge.be,True,True
Poesje van de Lange Wapper te Antwerpen,poesje-van-de-lange-wapper-te-antwerpen,Belgium,Europe,BE-496499,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-496499,,http://users.skynet.be/lange.wapper,True,True
Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,Belgium,Europe,BE-427463,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-427463,,http://www.ellebieke.be,True,True
Provinciaal Archief West-Vlaanderen,provinciaal-archief-west-vlaanderen,Belgium,Europe,BE-581930,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-581930,,http://www.west-vlaanderen.be/archiefdienst,True,True
Rijksarchief te Antwerpen,rijksarchief-te-antwerpen,Belgium,Europe,BE-A0511,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0511,National archives,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=antwerpen,True,True
Rijksarchief te Beveren,rijksarchief-te-beveren,Belgium,Europe,BE-A0512,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0512,National archives,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=beveren,True,True
Rijksarchief te Brugge,rijksarchief-te-brugge,Belgium,Europe,BE-A0513,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0513,,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=brugge,True,True
Rijksarchief te Gent,rijksarchief-te-gent,Belgium,Europe,BE-A0514,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0514,,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=gent,True,True
Rijksarchief te Hasselt,rijksarchief-te-hasselt,Belgium,Europe,BE-A0515,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0515,,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=hasselt,True,True
Rijksarchief te Kortrijk,rijksarchief-te-kortrijk,Belgium,Europe,BE-A0516,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0516,,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=kortrijk,True,True
Rijksarchief te Leuven,rijksarchief-te-leuven,Belgium,Europe,BE-A0518,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0518,,,False,True
Staatsarchiv Eupen,staatsarchiv-eupen,Belgium,Europe,BE-A0531,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0531,,,False,True
Stichting Jenny & Luc Peire te Knokke,stichting-jenny-luc-peire-te-knokke,Belgium,Europe,BE-211630,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-211630,,http://www.lucpeire.com,True,True
Studium Generale VZW te Balen,studium-generale-vzw-te-balen,Belgium,Europe,BE-910074,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-910074,,http://www.studiumgeneralevzw.be,True,True
Tafeltennisclub Groenendaal VZW te Merksem Groenendaal TTC vzw Groenendaal Tafeltennisclub vzw Wit Zwart tafeltennisclub (Wit Zwart TTC),tafeltennisclub-groenendaal-vzw-te-merksem-groenendaal-ttc-vzw-groenendaal-tafeltennisclub-vzw-wit-zwart-tafeltennisclub-wit-zwart-ttc,Belgium,Europe,BE-727016,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-727016,,,False,True
Theater Zuidpool te Antwerpen,theater-zuidpool-te-antwerpen,Belgium,Europe,BE-062412,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-062412,,http://www.zuidpool.be,True,True
"Tielt, stadsarchief",tielt-stadsarchief,Belgium,Europe,BE-00000028545,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-00000028545,,http://www.tielt.be,True,True
"Tongeren, stadsarchief",tongeren-stadsarchief,Belgium,Europe,BE-A3008,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A3008,Municipal archives,http://www.geheugenvantongeren.be,True,True
van Larebeke Arschodt Anne Anne van Larebeke-Arschodt,van-larebeke-arschodt-anne-anne-van-larebeke-arschodt,Belgium,Europe,BE-809292,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-809292,Private persons and family archives,,False,True
"Veurne, stadsarchief",veurne-stadsarchief,Belgium,Europe,BE-918625,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-918625,,http://www.veurne.be,True,True
MAG Seguros Memory Center,mag-seguros-memory-center,Brazil,South America,BR-MAG,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BR-MAG,,,False,True
Central State Archives,central-state-archives,Bulgaria,Europe,BG-00000002520,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000002520,National archives,http://www.archives.government.bg/6-CSA,True,True
,bg-00000021338,,Nao classificado,BG-00000021338,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000021338,,,False,True
Montana State Archives,montana-state-archives,Bulgaria,Europe,BG-00000021351,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000021351,National archives,http://www.archives.government.bg/49-Montana,True,True
Sofia State Archives,sofia-state-archives,Bulgaria,Europe,BG-00000021357,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000021357,National archives,http://www.archives.government.bg/59-Sofia,True,True
Veliko Tarnovo State Archives,veliko-tarnovo-state-archives,Bulgaria,Europe,BG-00000021346,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000021346,National archives,http://www.archives.government.bg/41-%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE_%D0%A2%D1%8A%D1%80%D0%BD%D0%BE%D0%B2%D0%BE,True,True
Državni arhiv u Karlovcu,dr-avni-arhiv-u-karlovcu,Croatia,Europe,HR-00000000682,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000682,Regional archives,,False,True
Državni arhiv u Osijeku,dr-avni-arhiv-u-osijeku,Croatia,Europe,HR-00000000685,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000685,Regional archives,http://www.dao.hr,True,True
Državni arhiv u Sisku,dr-avni-arhiv-u-sisku,Croatia,Europe,HR-00000000689,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000689,Regional archives,http://www.dask.hr,True,True
Državni arhiv u Slavonskom Brodu,dr-avni-arhiv-u-slavonskom-brodu,Croatia,Europe,HR-00000000691,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000691,Regional archives,http://wwwdasb.hr,True,True
Državni arhiv u Splitu,dr-avni-arhiv-u-splitu,Croatia,Europe,HR-00000000694,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000694,Regional archives,http://www.das.hr,True,True
Državni arhiv u Varaždinu,dr-avni-arhiv-u-vara-dinu,Croatia,Europe,HR-00000000696,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000696,Regional archives,http://www.dav.hr,True,True
Hrvatski državni arhiv,hrvatski-dr-avni-arhiv,Croatia,Europe,HR-00000000612,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000612,National archives,http://www.arhiv.hr,True,True
Cisterciácký klášter Vyšší Brod,cisterci-ck-kl-ter-vy-brod,Czech Republic,Europe,CZ-00000001093,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CZ-00000001093,,http://www.klastervyssibrod.cz/,True,True
Národní archiv,n-rodn-archiv,Czech Republic,Europe,CZ-00000001092,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CZ-00000001092,,http://www.nacr.cz/,True,True
Státní oblastní archiv v Praze,st-tn-oblastn-archiv-v-praze,Czech Republic,Europe,CZ-00000002124,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=CZ-00000002124,,http://www.soapraha.cz/,True,True
Statens Arkiver - Rigsarkivet,statens-arkiver-rigsarkivet,Denmark,Europe,DK-00000001865,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=DK-00000001865,National archives,https://www.sa.dk/en/services/,True,True
Narva City Archives,narva-city-archives,Estonia,Europe,EE-NLA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=EE-NLA,Municipal archives,,False,True
Tallinn City Archives,tallinn-city-archives,Estonia,Europe,EE-TLA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=EE-TLA,Municipal archives,http://www.tallinn.ee/eng/arhiivindus/tallinn-city-archives,True,True
The National Archives of Estonia,the-national-archives-of-estonia,Estonia,Europe,EE-RA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=EE-RA,National archives,http://www.ra.ee/et/rahvusarhiiv/,True,True
Kansallisarkisto,kansallisarkisto,Finland,Europe,FI-1,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FI-1,,http://www.arkisto.fi/,True,True
Achives municipales de Cusset,achives-municipales-de-cusset,France,Europe,FR-00000029123,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000029123,Municipal archives,https://www.ville-cusset.com/service/archives-municipales/,True,True
Archives de Dunkerque - Centre de la Mémoire Urbaine d'Agglomération,archives-de-dunkerque-centre-de-la-m-moire-urbaine-d-agglom-ration,France,Europe,FR-FRAC59183,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAC59183,Municipal archives,http://www.archives-dunkerque.fr/,True,True
Archives de l'Agglomération de la région de Compiègne,archives-de-l-agglom-ration-de-la-r-gion-de-compi-gne,France,Europe,FR-00000029122,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000029122,Municipal archives,https://archives.agglo-compiegne.fr/,True,True
Archives de la médiathèque d’Alençon,archives-de-la-m-diath-que-d-alen-on,France,Europe,FR-610016201,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-610016201,Municipal archives,https://bibliotheque-numerique-patrimoniale.cu-alencon.fr/,True,True
Archives de Loire Forez agglomération,archives-de-loire-forez-agglom-ration,France,Europe,FR-00000029116,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000029116,Municipal archives,https://www.archives.ville-montbrison.fr/classement,True,True
Archives de Paris,archives-de-paris,France,Europe,FR-00000002165,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-00000002165,County/local authority archives,http://www.archives.paris.fr,True,True
Archives départementales de l'Ain,archives-d-partementales-de-l-ain,France,Europe,FR-FRAD001,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD001,County/local authority archives,http://www.archives.ain.fr/,True,True
Archives départementales de l'Aisne,archives-d-partementales-de-l-aisne,France,Europe,FR-FRAD002,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD002,County/local authority archives,https://archives.aisne.fr/,True,True
Archives départementales de l'Allier,archives-d-partementales-de-l-allier,France,Europe,FR-FRAD003,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD003,County/local authority archives,http://archives.allier.fr/,True,True
Archives départementales de l'Ardèche,archives-d-partementales-de-l-ard-che,France,Europe,FR-FRAD007,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD007,County/local authority archives,http://archives.ardeche.fr/,True,True
Archives départementales de l'Ariège,archives-d-partementales-de-l-ari-ge,France,Europe,FR-FRAD009,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD009,County/local authority archives,http://archives.ariege.fr/,True,True
Archives départementales de l'Aube,archives-d-partementales-de-l-aube,France,Europe,FR-FRAD010,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD010,County/local authority archives,http://www.archives-aube.fr/,True,True
Archives départementales de l'Aude,archives-d-partementales-de-l-aude,France,Europe,FR-FRAD011,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD011,County/local authority archives,http://audealaculture.fr/archives,True,True
Archives départementales de l'Essonne,archives-d-partementales-de-l-essonne,France,Europe,FR-FRAD091,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD091,County/local authority archives,http://www.archives.essonne.fr/,True,True
Archives départementales de l'Eure,archives-d-partementales-de-l-eure,France,Europe,FR-FRAD027,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD027,County/local authority archives,http://archives.cg27.fr/,True,True
Archives départementales de l'Eure-et-Loir,archives-d-partementales-de-l-eure-et-loir,France,Europe,FR-FRAD028,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD028,County/local authority archives,http://www.archives28.fr,True,True
Archives départementales de l'Hérault,archives-d-partementales-de-l-h-rault,France,Europe,FR-FRAD034,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD034,County/local authority archives,https://pierresvives.herault.fr/,True,True
Archives départementales de l'Ille-et-Vilaine,archives-d-partementales-de-l-ille-et-vilaine,France,Europe,FR-FRAD035,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD035,County/local authority archives,http://archives.ille-et-vilaine.fr/,True,True
Archives départementales de l'Indre,archives-d-partementales-de-l-indre,France,Europe,FR-FRAD36,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD36,County/local authority archives,http://www.archives36.fr/,True,True
Archives départementales de l'Indre-et-Loire,archives-d-partementales-de-l-indre-et-loire,France,Europe,FR-FRAD037,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD037,County/local authority archives,http://archives.cg37.fr,True,True
Archives départementales de l'Isère,archives-d-partementales-de-l-is-re,France,Europe,FR-FRAD038,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD038,County/local authority archives,http://www.archives-isere.fr/,True,True
Archives départementales de l'Oise,archives-d-partementales-de-l-oise,France,Europe,FR-FRAD060,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=FR-FRAD060,County/local authority archives,http://archives.oise.fr/,True,True
