dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Jenevermuseum te Hasselt,jenevermuseum-te-hasselt,BE-076993,Belgium,Europe,,True,http://www.jenevermuseum.be,jenevermuseum.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.jenevermuseum.be/nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Jozef van Rompay-Davidsfonds-Genootschap VZW te Onze-Lieve-Vrouw-Waver,jozef-van-rompay-davidsfonds-genootschap-vzw-te-onze-lieve-vrouw-waver,BE-565700,Belgium,Europe,,True,http://users.telenet.be/DFOLVWAVER/genootschap.html,users.telenet.be,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://users.telenet.be/DFOLVWAVER/genootschap.html
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,K. Stade Leuven T.C.,k-stade-leuven-t-c,BE-001250,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-001250
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Keukeleire Ides,keukeleire-ides,BE-474256,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-474256
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Koninklijk Museum voor Midden-Afrika,koninklijk-museum-voor-midden-afrika,BE-TEN00,Belgium,Europe,University and research archives,True,https://archives.africamuseum.be/,archives.africamuseum.be,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://archives.africamuseum.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Koninklijke Belgische Korfbalbond, Vlaamse Liga KBKB",koninklijke-belgische-korfbalbond-vlaamse-liga-kbkb,BE-816330,Belgium,Europe,,True,http://www.korfbal.be,korfbal.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.korfbal.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Koninklijke Karabijnschuttersgilde Sint-Jan teThiewinkel (Lummen),koninklijke-karabijnschuttersgilde-sint-jan-tethiewinkel-lummen,BE-135110,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-135110
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Koninklijke Oudheidkundige Kring van het Land van Waas,koninklijke-oudheidkundige-kring-van-het-land-van-waas,BE-414904,Belgium,Europe,,True,http://www.kokw.be/,kokw.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,1,0,http://www.kokw.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Koninklijke Postzegelkring - Studiekring Wereldoorlog I en II te Overijse,koninklijke-postzegelkring-studiekring-wereldoorlog-i-en-ii-te-overijse,BE-273668,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-273668
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Koninklijke Sint-Sebastiaansgilde te Merksplas,koninklijke-sint-sebastiaansgilde-te-merksplas,BE-383665,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-383665
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Liberas - Centrum voor de geschiedenis van het vrije denken en handelen,liberas-centrum-voor-de-geschiedenis-van-het-vrije-denken-en-handelen,BE-A4009,Belgium,Europe,Private persons and family archives,True,https://www.liberas.eu,liberas.eu,http_error,410.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.liberas.eu/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Lokeren, stadsarchief",lokeren-stadsarchief,BE-038490,Belgium,Europe,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-038490
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,MATRIX - New Music Centre te Leuven,matrix-new-music-centre-te-leuven,BE-206481,Belgium,Europe,,True,http://www.matrix-new-music.be/,matrix-new-music.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,1,1,https://matrix-new-music.be/nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Mechelen, stadsarchief",mechelen-stadsarchief,BE-896772,Belgium,Europe,,True,http://www.stadsarchiefmechelen.be,stadsarchief.mechelen.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://stadsarchief.mechelen.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Modemuseum te Antwerpen,modemuseum-te-antwerpen,BE-549634,Belgium,Europe,,True,http://www.momu.be,momu.be,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,3,https://www.momu.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Museum Mayer van den Bergh te Antwerpen,museum-mayer-van-den-bergh-te-antwerpen,BE-993930,Belgium,Europe,,True,http://www.museummayervandenbergh.be/men.net,museummayervandenbergh.be,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://museummayervandenbergh.be/men.net
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Oostende, stadsarchief",oostende-stadsarchief,BE-608530,Belgium,Europe,,True,http://www.oostende.be/Archief/1600/default.aspx?id=599,oostende.be,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.oostende.be/Archief/1600/default.aspx?id=599
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Openbare Bibliotheek Brugge,openbare-bibliotheek-brugge,BE-929659,Belgium,Europe,,True,http://www.brugge.be,brugge.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.brugge.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Poesje van de Lange Wapper te Antwerpen,poesje-van-de-lange-wapper-te-antwerpen,BE-496499,Belgium,Europe,,True,http://users.skynet.be/lange.wapper,users.skynet.be,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://users.skynet.be/lange.wapper
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Poppentheater Ellebieke te Deerlijk,poppentheater-ellebieke-te-deerlijk,BE-427463,Belgium,Europe,,True,http://www.ellebieke.be,facebook.com,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,10,5,https://www.facebook.com/people/Ellebieke/61587016800955/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Provinciaal Archief West-Vlaanderen,provinciaal-archief-west-vlaanderen,BE-581930,Belgium,Europe,,True,http://www.west-vlaanderen.be/archiefdienst,west-vlaanderen.be,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.west-vlaanderen.be/archiefdienst
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Antwerpen,rijksarchief-te-antwerpen,BE-A0511,Belgium,Europe,National archives,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=antwerpen,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,4,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=antwerpen
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Beveren,rijksarchief-te-beveren,BE-A0512,Belgium,Europe,National archives,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=beveren,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,4,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=beveren
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Brugge,rijksarchief-te-brugge,BE-A0513,Belgium,Europe,,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=brugge,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,4,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=brugge
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Gent,rijksarchief-te-gent,BE-A0514,Belgium,Europe,,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=gent,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,4,5,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=gent
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Hasselt,rijksarchief-te-hasselt,BE-A0515,Belgium,Europe,,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=hasselt,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,4,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=hasselt
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Kortrijk,rijksarchief-te-kortrijk,BE-A0516,Belgium,Europe,,True,http://arch.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=kortrijk,arch.be,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,3,4,0,https://www.arch.be/index.php?l=nl&m=praktische-info&r=onze-leeszalen&d=kortrijk
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Rijksarchief te Leuven,rijksarchief-te-leuven,BE-A0518,Belgium,Europe,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0518
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Staatsarchiv Eupen,staatsarchiv-eupen,BE-A0531,Belgium,Europe,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-A0531
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Stichting Jenny & Luc Peire te Knokke,stichting-jenny-luc-peire-te-knokke,BE-211630,Belgium,Europe,,True,http://www.lucpeire.com,lucpeire.com,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://lucpeire.com/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Studium Generale VZW te Balen,studium-generale-vzw-te-balen,BE-910074,Belgium,Europe,,True,http://www.studiumgeneralevzw.be,studiumgeneralevzw.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.studiumgeneralevzw.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Tafeltennisclub Groenendaal VZW te Merksem Groenendaal TTC vzw Groenendaal Tafeltennisclub vzw Wit Zwart tafeltennisclub (Wit Zwart TTC),tafeltennisclub-groenendaal-vzw-te-merksem-groenendaal-ttc-vzw-groenendaal-tafeltennisclub-vzw-wit-zwart-tafeltennisclub-wit-zwart-ttc,BE-727016,Belgium,Europe,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-727016
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Theater Zuidpool te Antwerpen,theater-zuidpool-te-antwerpen,BE-062412,Belgium,Europe,,True,http://www.zuidpool.be,zuidpool.be,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.zuidpool.be
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Tielt, stadsarchief",tielt-stadsarchief,BE-00000028545,Belgium,Europe,,True,http://www.tielt.be,tielt.be,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.tielt.be
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Tongeren, stadsarchief",tongeren-stadsarchief,BE-A3008,Belgium,Europe,Municipal archives,True,http://www.geheugenvantongeren.be,gis3700.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.gis3700.be/geheugenvantongeren/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,van Larebeke Arschodt Anne Anne van Larebeke-Arschodt,van-larebeke-arschodt-anne-anne-van-larebeke-arschodt,BE-809292,Belgium,Europe,Private persons and family archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BE-809292
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Veurne, stadsarchief",veurne-stadsarchief,BE-918625,Belgium,Europe,,True,http://www.veurne.be,veurne.be,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.veurne.be/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,MAG Seguros Memory Center,mag-seguros-memory-center,BR-MAG,Brazil,South America,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BR-MAG
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Central State Archives,central-state-archives,BG-00000002520,Bulgaria,Europe,National archives,True,http://www.archives.government.bg/6-CSA,archives.government.bg,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archives.government.bg/6-CSA
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,,bg-00000021338,BG-00000021338,,Nao classificado,,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=BG-00000021338
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Montana State Archives,montana-state-archives,BG-00000021351,Bulgaria,Europe,National archives,True,http://www.archives.government.bg/49-Montana,archives.government.bg,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archives.government.bg/49-Montana
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Sofia State Archives,sofia-state-archives,BG-00000021357,Bulgaria,Europe,National archives,True,http://www.archives.government.bg/59-Sofia,archives.government.bg,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archives.government.bg/59-Sofia
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Veliko Tarnovo State Archives,veliko-tarnovo-state-archives,BG-00000021346,Bulgaria,Europe,National archives,True,http://www.archives.government.bg/41-%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE_%D0%A2%D1%8A%D1%80%D0%BD%D0%BE%D0%B2%D0%BE,archives.government.bg,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archives.government.bg/41-%d0%92%d0%b5%d0%bb%d0%b8%d0%ba%d0%be_%d0%a2%d1%8a%d1%80%d0%bd%d0%be%d0%b2%d0%be
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Karlovcu,dr-avni-arhiv-u-karlovcu,HR-00000000682,Croatia,Europe,Regional archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=HR-00000000682
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Osijeku,dr-avni-arhiv-u-osijeku,HR-00000000685,Croatia,Europe,Regional archives,True,http://www.dao.hr,dao.hr,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.dao.hr/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Sisku,dr-avni-arhiv-u-sisku,HR-00000000689,Croatia,Europe,Regional archives,True,http://www.dask.hr,dask.hr,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.dask.hr/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Slavonskom Brodu,dr-avni-arhiv-u-slavonskom-brodu,HR-00000000691,Croatia,Europe,Regional archives,True,http://wwwdasb.hr,wwwdasb.hr,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://wwwdasb.hr
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Splitu,dr-avni-arhiv-u-splitu,HR-00000000694,Croatia,Europe,Regional archives,True,http://www.das.hr,das.hr,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,0,https://www.das.hr/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Državni arhiv u Varaždinu,dr-avni-arhiv-u-vara-dinu,HR-00000000696,Croatia,Europe,Regional archives,True,http://www.dav.hr,dav.hr,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://dav.hr/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hrvatski državni arhiv,hrvatski-dr-avni-arhiv,HR-00000000612,Croatia,Europe,National archives,True,http://www.arhiv.hr,arhiv.hr,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.arhiv.hr/hr-hr/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Cisterciácký klášter Vyšší Brod,cisterci-ck-kl-ter-vy-brod,CZ-00000001093,Czech Republic,Europe,,True,http://www.klastervyssibrod.cz/,klastervyssibrod.cz,ok,200.0,integro,Disponível,Evidência pública detectável de audiovisual,Acesso por plataforma externa,1,1,1,https://www.klastervyssibrod.cz/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Národní archiv,n-rodn-archiv,CZ-00000001092,Czech Republic,Europe,,True,http://www.nacr.cz/,nacr.cz,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,2,0,https://www.nacr.cz/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Státní oblastní archiv v Praze,st-tn-oblastn-archiv-v-praze,CZ-00000002124,Czech Republic,Europe,,True,http://www.soapraha.cz/,soapraha.cz,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.soapraha.cz/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Statens Arkiver - Rigsarkivet,statens-arkiver-rigsarkivet,DK-00000001865,Denmark,Europe,National archives,True,https://www.sa.dk/en/services/,en.rigsarkivet.dk,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://en.rigsarkivet.dk/services/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Narva City Archives,narva-city-archives,EE-NLA,Estonia,Europe,Municipal archives,False,,,sem_site,,sem_site,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=EE-NLA
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Tallinn City Archives,tallinn-city-archives,EE-TLA,Estonia,Europe,Municipal archives,True,http://www.tallinn.ee/eng/arhiivindus/tallinn-city-archives,tallinn.ee,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.tallinn.ee/en/arhiivindus/tallinn-city-archives
